time;100m_ucomponent_wind;100m_vcomponent_wind;velocità;direzione (RAD);direzione(gradi);potenza prodotta(W);capacity factor
2019-01-03 00:00:00;-0,22242516;-11,359909;11,36208632;-1,590373662;-91,12169866;1589773,575;1,05984905
2019-01-03 01:00:00;-0,6047443;-13,4650955;13,4786688;-1,615678161;-92,57153968;2654006,771;1,769337848
2019-01-03 02:00:00;-2,8382394;-14,504909;14,77998606;-1,764029219;-101,0714292;1500000;1
2019-01-03 03:00:00;-4,325882;-15,049831;15,65920395;-1,850688187;-106,0366223;1500000;1
2019-01-03 04:00:00;-5,069703;-15,034604;15,86635453;-1,896024897;-108,6342245;1500000;1
2019-01-03 05:00:00;-5,356062;-15,031342;15,95708753;-1,913095865;-109,6123189;1500000;1
2019-01-03 06:00:00;-5,3337216;-15,1721945;16,08241499;-1,908847607;-109,3689116;1500000;1
2019-01-03 07:00:00;-5,154494;-14,858946;15,72758992;-1,904702321;-109,1314042;1500000;1
2019-01-03 08:00:00;-4,5137415;-14,88233;15,55177188;-1,86527363;-106,8723067;1500000;1
2019-01-03 09:00:00;-3,4439588;-15,273891;15,65734966;-1,792567709;-102,7065642;1500000;1
2019-01-03 10:00:00;0,4630075;-15,1330385;15,14011989;-1,540210063;-88,24753618;1500000;1
2019-01-03 11:00:00;2,1156619;-16,028736;16,16775813;-1,439563115;-82,48089081;1500000;1
2019-01-03 12:00:00;2,650807;-16,08747;16,30440029;-1,407489108;-80,64318559;1500000;1
2019-01-03 13:00:00;2,6624846;-16,262041;16,47855581;-1,408512251;-80,7018074;1500000;1
2019-01-03 14:00:00;2,219746;-16,358845;16,50875774;-1,435929151;-82,27268006;1500000;1
2019-01-03 15:00:00;0,35943097;-16,134783;16,13878599;-1,548523233;-88,72384574;1500000;1
2019-01-03 16:00:00;-1,3236871;-15,620859;15,67684227;-1,655332804;-94,84358336;1500000;1
2019-01-03 17:00:00;-2,3868692;-15,13195;15,31904225;-1,727244352;-98,96381155;1500000;1
2019-01-03 18:00:00;-2,4508429;-14,435842;14,64240981;-1,738967649;-99,63550701;1500000;1
2019-01-03 19:00:00;-2,3543746;-15,035692;15,21890645;-1,726120767;-98,89943489;1500000;1
2019-01-03 20:00:00;-3,0078206;-15,589316;15,87683086;-1,761395412;-100,9205232;1500000;1
2019-01-03 21:00:00;-3,3292122;-15,367432;15,72391873;-1,784140227;-102,2237051;1500000;1
2019-01-03 22:00:00;-1,7577944;-15,010675;15,11324601;-1,687368362;-96,67908562;1500000;1
2019-01-03 23:00:00;-1,459758;-15,241806;15,31154935;-1,666278396;-95,47071961;1500000;1
2019-01-04 00:00:00;-2,1406212;-14,599536;14,75563318;-1,71638152;-98,34141711;1500000;1
2019-01-04 01:00:00;-1,4688971;-14,305321;14,38053781;-1,673119584;-95,8626908;3223193,703;2,148795802
2019-01-04 02:00:00;-1,8309071;-14,748003;14,86121843;-1,694310473;-97,07683929;1500000;1
2019-01-04 03:00:00;-3,0636706;-15,006325;15,31586979;-1,772187343;-101,5388553;1500000;1
2019-01-04 04:00:00;-3,357645;-14,3760195;14,76291694;-1,800242018;-103,1462697;1500000;1
2019-01-04 05:00:00;-3,003251;-14,052438;14,36977837;-1,781346266;-102,0636229;3215964,387;2,143976258
2019-01-04 06:00:00;-3,2063422;-13,772906;14,14120115;-1,799523072;-103,1050771;3064925,49;2,04328366
2019-01-04 07:00:00;-3,6932533;-13,3400135;13,84182358;-1,840886566;-105,4750308;2874358,611;1,916239074
2019-01-04 08:00:00;-3,8562338;-13,195897;13,74780843;-1,855109303;-106,2899336;2816186,662;1,877457774
2019-01-04 09:00:00;-3,7805824;-12,761373;13,3095997;-1,858811061;-106,5020287;2555383,008;1,703588672
2019-01-04 10:00:00;-2,54985;-11,630195;11,90643401;-1,78662538;-102,3660938;1829389,36;1,219592907
2019-01-04 11:00:00;-2,7981288;-11,396346;11,73482965;-1,8115622;-103,7948684;1751424,376;1,167616251
2019-01-04 12:00:00;-2,5772672;-11,182618;11,47576802;-1,797311839;-102,9783828;1637971,355;1,091980903
2019-01-04 13:00:00;-2,4371343;-11,6160555;11,86896663;-1,77760404;-101,8492092;1812173,387;1,208115592
2019-01-04 14:00:00;-2,574221;-11,315858;11,60496687;-1,794477542;-102,8159896;1693919,378;1,129279585
2019-01-04 15:00:00;-2,6676428;-10,996627;11,31556996;-1,808786319;-103,6358221;1570327,815;1,04688521
