"significant_wave_height,energy_wave_period,mean_wave_direction,potenza(kW/m)"
"('2019-03-05 20:00:00', '0.21159422', '3.4941354')",0.07665551583835072
"('2019-03-05 21:00:00', '0.20558083', '3.5041988')",0.07256881757899004
"('2019-03-05 22:00:00', '0.17427552', '3.685248')",0.054844814724808386
"('2019-03-05 23:00:00', '0.20328152', '3.2609053')",0.06602829234483466
"('2019-03-06 00:00:00', '0.21106362', '3.1761112')",0.06932957603350459
"('2019-03-06 01:00:00', '0.22409272', '3.088242')",0.0759911297509393
"('2019-03-06 02:00:00', '0.25351143', '2.9552739')",0.09306554144000312
"('2019-03-06 03:00:00', '0.26335704', '2.8975954')",0.098474478184645
"('2019-03-06 04:00:00', '0.26547945', '2.8899546')",0.09980422318565613
"('2019-03-06 05:00:00', '0.27868545', '2.8504462')",0.1084769631753267
"('2019-03-06 06:00:00', '0.29088914', '2.8134537')",0.11665164510706649
"('2019-03-06 07:00:00', '0.29018176', '2.8274307')",0.11666169178980267
"('2019-03-06 08:00:00', '0.27485335', '2.8784933')",0.10655243336588958
"('2019-03-06 09:00:00', '0.25386524', '2.9446514')",0.09299004302828819
"('2019-03-06 10:00:00', '0.21949422', '3.0300975')",0.07153175160734755
"('2019-03-06 11:00:00', '0.20499122', '3.0699787')",0.06321235385946938
"('2019-03-06 12:00:00', '0.21524942', '2.8662868')",0.06507283134465168
"('2019-03-06 13:00:00', '0.22562563', '2.7882018')",0.06955000204055593
"('2019-03-06 14:00:00', '0.25227344', '2.6922262')",0.0839557962610461
"('2019-03-06 15:00:00', '0.30721974', '2.635386')",0.12188171290068338
"('2019-03-06 16:00:00', '0.39370728', '2.7142167')",0.2061519698738811
"('2019-03-06 17:00:00', '0.4882127', '2.861814')",0.33423785015354646
"('2019-03-06 18:00:00', '0.5558344', '2.9991617')",0.4540323566913554
"('2019-03-06 19:00:00', '0.59191513', '3.1038964')",0.5328711152333253
"('2019-03-06 20:00:00', '0.6016427', '3.1798382')",0.5639990928957092
"('2019-03-06 21:00:00', '0.59680843', '3.2348146')",0.5645668483483093
"('2019-03-06 22:00:00', '0.5844867', '3.271714')",0.5476721777013431
"('2019-03-06 23:00:00', '0.60317564', '3.2716208')",0.5832390958748801
"('2019-03-07 00:00:00', '0.64845335', '3.2777708')",0.6753550294819449
"('2019-03-07 01:00:00', '0.69986236', '3.3207269')",0.796993013028645
"('2019-03-07 02:00:00', '0.7417207', '3.394339')",0.9150231738178533
"('2019-03-07 03:00:00', '0.7673073', '3.4776425')",1.0032742706362086
"('2019-03-07 04:00:00', '0.7752073', '3.5530252')",1.046237001326387
"('2019-03-07 05:00:00', '0.8356365', '3.7739556')",1.2913015408966015
"('2019-03-07 06:00:00', '0.790123', '3.8348954')",1.1731107398577827
"('2019-03-07 07:00:00', '0.75787437', '3.8785038')",1.091577918524801
"('2019-03-07 08:00:00', '0.7384192', '3.9263053')",1.0490256496611068
"('2019-03-07 09:00:00', '0.73028326', '3.989295')",1.042497264046927
"('2019-03-07 10:00:00', '0.72922206', '4.0700827')",1.0605201148538894
"('2019-03-07 11:00:00', '0.76182437', '4.099341')",1.1657887194544558
"('2019-03-07 12:00:00', '0.7919506', '4.1652193')",1.2800594391836917
"('2019-03-07 13:00:00', '0.8144126', '4.2645497')",1.385984037299964
"('2019-03-07 14:00:00', '0.8312149', '4.3874545')",1.4853723826635818
"('2019-03-07 15:00:00', '0.8506112', '4.5002027')",1.5954762710169685
"('2019-03-07 16:00:00', '0.8777306', '4.575492')",1.7272546037812238
"('2019-03-07 17:00:00', '0.9052038', '4.630189')",1.859034869318672
"('2019-03-07 18:00:00', '0.9319105', '4.6579566')",1.9821655681886046
"('2019-03-07 19:00:00', '0.95549273', '4.667368')",2.0879634804612897
"('2019-03-07 20:00:00', '0.9704673', '4.679481')",2.15951179786054
"('2019-03-07 21:00:00', '0.9778368', '4.6961603')",2.2002485723756124
"('2019-03-07 22:00:00', '0.95867634', '4.781886')",2.1534724333327193
"('2019-03-07 23:00:00', '0.9359195', '4.8765574')",2.093082817050703
"('2019-03-08 00:00:00', '0.908918', '5.0089664')",2.0276528706521852
"('2019-03-08 01:00:00', '0.8872224', '5.1545143')",1.9881485233150766
"('2019-03-08 02:00:00', '0.8744291', '5.2803073')",1.9783561715248283
"('2019-03-08 03:00:00', '0.8668239', '5.3815947')",1.9813847738305828
"('2019-03-08 04:00:00', '0.8593365', '5.4679728')",1.9785587157681848
"('2019-03-08 05:00:00', '0.8496679', '5.5433555')",1.9609532204780147
"('2019-03-08 06:00:00', '0.8374052', '5.6049476')",1.925923105969442
"('2019-03-08 07:00:00', '0.8232559', '5.6458535')",1.8749745987092763
"('2019-03-08 08:00:00', '0.8071021', '5.6714783')",1.810294822712096
"('2019-03-08 09:00:00', '0.7883543', '5.6845236')",1.7311433645532244
"('2019-03-08 10:00:00', '0.7653618', '5.695612')",1.6348203724576016
"('2019-03-08 11:00:00', '0.74508107', '5.6726894')",1.5430931530309004
"('2019-03-08 12:00:00', '0.7235035', '5.6466923')",1.44834316974515
"('2019-03-08 13:00:00', '0.70080566', '5.625913')",1.3538928457636406
"('2019-03-08 14:00:00', '0.67887425', '5.590691')",1.2625257404722472
"('2019-03-08 15:00:00', '0.66419435', '5.469184')",1.1822490358239568
"('2019-03-08 16:00:00', '0.64291155', '5.4133687')",1.0963927209341593
"('2019-03-08 17:00:00', '0.62127495', '5.364915')",1.0146741858766397
"('2019-03-08 18:00:00', '0.599933', '5.3056526')",0.935708108820537
"('2019-03-08 19:00:00', '0.5803009', '5.2264495')",0.8624011494646621
"('2019-03-08 20:00:00', '0.5600792', '5.163087')",0.7936050300071626
"('2019-03-08 21:00:00', '0.5411546', '5.0961833')",0.7312802245375005
"('2019-03-08 22:00:00', '0.5222299', '5.0259256')",0.6716385299157891
"('2019-03-08 23:00:00', '0.5064299', '4.9593015')",0.6232399293492943
"('2019-03-09 00:00:00', '0.4919269', '4.8944483')",0.5803646729124
"('2019-03-09 01:00:00', '0.4797231', '4.823072')",0.5438774944523967
"('2019-03-09 02:00:00', '0.470703', '4.7260714')",0.5130861493104886
"('2019-03-09 03:00:00', '0.465397', '4.60531')",0.4887672614757679
"('2019-03-09 04:00:00', '0.4641', '4.471503')",0.4719247379399008
"('2019-03-09 05:00:00', '0.4621544', '4.353816')",0.45565940147537715
"('2019-03-09 06:00:00', '0.4656328', '4.2054734')",0.44678450284898286
"('2019-03-09 07:00:00', '0.4764806', '4.0246105')",0.4477240069236457
"('2019-03-09 08:00:00', '0.4860313', '3.885306')",0.4497278529412283
"('2019-03-09 09:00:00', '0.4837321', '3.8348954')",0.43970298929033974
"('2019-03-09 10:00:00', '0.4711746', '3.8404863')",0.4177784567594537
"('2019-03-09 11:00:00', '0.4493611', '3.8895922')",0.38484965235915986
"('2019-03-09 12:00:00', '0.42890358', '3.9254665')",0.35383981391538005
"('2019-03-09 13:00:00', '0.4097432', '3.958825')",0.3256761039178475
"('2019-03-09 14:00:00', '0.39276397', '3.984077')",0.30115292505507313
"('2019-03-09 15:00:00', '0.37826097', '4.003738')",0.280701539076882
"('2019-03-09 16:00:00', '0.37030196', '3.9539797')",0.2656700129014118
"('2019-03-09 17:00:00', '0.36387587', '3.897233')",0.25284767524536944
"('2019-03-09 18:00:00', '0.35143626', '3.9213667')",0.2373158108902111
"('2019-03-09 19:00:00', '0.35114157', '3.9313369')",0.2375203562327642
"('2019-03-09 20:00:00', '0.35426617', '3.9475503')",0.2427633471979775
"('2019-03-09 21:00:00', '0.35969007', '3.9283552')",0.2490369141827334
"('2019-03-09 22:00:00', '0.34837067', '4.0396123')",0.24022540458195757
"('2019-03-09 23:00:00', '0.34978557', '3.9933019')",0.2394043311996695
"('2019-03-10 00:00:00', '0.34559977', '3.9665592')",0.23214370421467712
"('2019-03-10 01:00:00', '0.34371316', '3.902358')",0.2258996250373435
"('2019-03-10 02:00:00', '0.36010277', '3.691957')",0.23458791666477868
"('2019-03-10 03:00:00', '0.36776698', '3.5477138')",0.23512029842261337
"('2019-03-10 04:00:00', '0.36440647', '3.4804378')",0.22646553375592257
"('2019-03-10 05:00:00', '0.37266028', '3.3599558')",0.2286419188449562
"('2019-03-10 06:00:00', '0.39388418', '3.226242')",0.24526190483884794
"('2019-03-10 07:00:00', '0.4008999', '3.1727567')",0.24986460845900996
"('2019-03-10 08:00:00', '0.37354457', '3.2131038')",0.21968767426105384
"('2019-03-10 09:00:00', '0.34235716', '3.2403123')",0.18609803158883745
"('2019-03-10 10:00:00', '0.31105185', '3.2444122')",0.15381464348471377
"('2019-03-10 11:00:00', '0.28634965', '3.2472076')",0.13046663104688147
"('2019-03-10 12:00:00', '0.26618683', '3.2269874')",0.11203829169100642
"('2019-03-10 13:00:00', '0.25268614', '3.1644635')",0.09900542974983655
"('2019-03-10 14:00:00', '0.24962044', '3.0479884')",0.0930614207674347
"('2019-03-10 15:00:00', '0.25858164', '2.907193')",0.09525007260437401
"('2019-03-10 16:00:00', '0.28634965', '2.7885745')",0.11203962458028309
"('2019-03-10 17:00:00', '0.39129007', '2.8051605')",0.21045122027772778
"('2019-03-10 18:00:00', '0.5189284', '2.8779345')",0.37974482521486785
"('2019-03-10 19:00:00', '0.65057564', '3.0453792')",0.6315868111560331
"('2019-03-10 20:00:00', '0.71295047', '3.2161787')",0.8010414157237749
"('2019-03-10 21:00:00', '0.71648777', '3.311502')",0.8329878465733526
"('2019-03-10 22:00:00', '0.65110624', '3.3593035')",0.6978290382704787
"('2019-03-10 23:00:00', '0.59999204', '3.341879')",0.5894918141059339
"('2019-03-11 00:00:00', '0.5553038', '3.292866')",0.49754392595250563
"('2019-03-11 01:00:00', '0.5332546', '3.221583')",0.44888451695944653
"('2019-03-11 02:00:00', '0.5150374', '3.1668863')",0.41162911488921855
"('2019-03-11 03:00:00', '0.4961127', '3.1219735')",0.3765182068969043
"('2019-03-11 04:00:00', '0.474653', '3.0838628')",0.3404423568993798
"('2019-03-11 05:00:00', '0.444232', '3.0532994')",0.29524676746030487
"('2019-03-11 06:00:00', '0.40821028', '3.0271158')",0.24716842472524803
"('2019-03-11 07:00:00', '0.36458337', '3.0295386')",0.19731780712070215
"('2019-03-11 08:00:00', '0.32349145', '3.0445404')",0.1561145690652494
"('2019-03-11 09:00:00', '0.29560554', '3.0133252')",0.12902302549456832
"('2019-03-11 10:00:00', '0.27662194', '2.9595602')",0.1109676793807615
"('2019-03-11 11:00:00', '0.29560554', '2.8165286')",0.12059668878884387
"('2019-03-11 12:00:00', '0.29519296', '2.7637885')",0.11800838779974512
"('2019-03-11 13:00:00', '0.30321085', '2.726796')",0.12283954639313252
"('2019-03-11 14:00:00', '0.32431686', '2.6991215')",0.139109749252578
"('2019-03-11 15:00:00', '0.32502437', '2.7246528')",0.1410389606056122
"('2019-03-11 16:00:00', '0.30898845', '2.755216')",0.1288950452755605
"('2019-03-11 17:00:00', '0.29248095', '2.771336')",0.11616637377530831
"('2019-03-11 18:00:00', '0.27945185', '2.8252873')",0.10811169475204185
"('2019-03-11 19:00:00', '0.36611617', '2.784195')",0.18286624630229062
"('2019-03-11 20:00:00', '0.70009816', '3.0691402')",0.7371072455366453
"('2019-03-11 21:00:00', '0.9336202', '3.4914331')",1.4912150706464051
"('2019-03-11 22:00:00', '1.07529', '3.78346')",2.143563931319503
"('2019-03-11 23:00:00', '1.1458006', '4.0241446')",2.5887359126508853
"('2019-03-12 00:00:00', '1.3203083', '4.26017')",3.6389301280406396
"('2019-03-12 01:00:00', '1.7329957', '4.638109')",6.825461181417544
"('2019-03-12 02:00:00', '2.3500223', '5.210795')",14.100809151422462
"('2019-03-12 03:00:00', '2.8211343', '5.7463017')",22.409492773674515
"('2019-03-12 04:00:00', '3.018517', '6.1119413')",27.28742196759598
"('2019-03-12 05:00:00', '3.1690888', '6.348992')",31.24421927332284
"('2019-03-12 06:00:00', '3.2898884', '6.5283637')",34.622845146647215
"('2019-03-12 07:00:00', '3.4929304', '6.6838818')",39.95808855987426
"('2019-03-12 08:00:00', '3.675574', '6.83092')",45.21948592056598
"('2019-03-12 09:00:00', '3.729872', '6.9289455')",47.233603728007445
"('2019-03-12 10:00:00', '3.530603', '6.975443')",42.605498006417655
"('2019-03-12 11:00:00', '3.3532062', '6.9328594')",38.19697704662046
"('2019-03-12 12:00:00', '3.2739115', '6.8455496')",35.95325975278694
"('2019-03-12 13:00:00', '3.2780383', '6.7632713')",35.61073486866505
"('2019-03-12 14:00:00', '3.2706099', '6.7123017')",35.1823660355445
"('2019-03-12 15:00:00', '3.1796417', '6.6713023')",33.049361118160896
"('2019-03-12 16:00:00', '3.0634408', '6.5975966')",30.338969270295678
"('2019-03-12 17:00:00', '2.9032593', '6.504696')",26.865488152837354
"('2019-03-12 18:00:00', '2.6666124', '6.3779707')",22.22278007768567
"('2019-03-12 19:00:00', '2.4604456', '6.2624273')",18.576603511208187
"('2019-03-12 20:00:00', '2.2678385', '6.131416')",15.451872307236503
"('2019-03-12 21:00:00', '2.0879068', '5.976923')",12.767208721014903
"('2019-03-12 22:00:00', '1.9135759', '5.8294187')",10.459543135323528
"('2019-03-12 23:00:00', '1.7255673', '5.7047434')",8.323308635357025
"('2019-03-13 00:00:00', '1.5457535', '5.590225')",6.544942646539654
"('2019-03-13 01:00:00', '1.3857487', '5.47552')",5.15217266741459
"('2019-03-13 02:00:00', '1.2463194', '5.3589516')",4.078820798507046
"('2019-03-13 03:00:00', '1.1228669', '5.2517943')",3.2445938988627585
"('2019-03-13 04:00:00', '1.021051', '5.1122103')",2.611557912957668
"('2019-03-13 05:00:00', '0.92872703', '4.9883738')",2.1082943299424612
"('2019-03-13 06:00:00', '0.8398223', '4.9128046')",1.6978541316109055
"('2019-03-13 07:00:00', '0.7629446', '4.8264265')",1.3766000591737002
"('2019-03-13 08:00:00', '0.69538176', '4.7360415')",1.1221687465804215
"('2019-03-13 09:00:00', '0.63813615', '4.617423')",0.9213453271874519
"('2019-03-13 10:00:00', '0.58165693', '4.54847')",0.7540414643211295
"('2019-03-13 11:00:00', '0.5357896', '4.4339514')",0.6236997463870733
"('2019-03-13 12:00:00', '0.4985299', '4.2879376')",0.5221880852996553
"('2019-03-13 13:00:00', '0.4678141', '4.1312084')",0.4430163946854256
"('2019-03-13 14:00:00', '0.4619776', '3.8512952')",0.4027585095965102
"('2019-03-13 15:00:00', '0.4753604', '3.5376506')",0.39170310749881404
"('2019-03-13 16:00:00', '0.4975276', '3.3260381')",0.4034202142432343
"('2019-03-13 17:00:00', '0.5175135', '3.2145944')",0.42185736014014574
"('2019-03-13 18:00:00', '0.5251187', '3.1568227')",0.42654144836405034
"('2019-03-13 19:00:00', '0.526062', '3.1235576')",0.42356441107807435
"('2019-03-13 20:00:00', '0.5205792', '3.102592')",0.41199730168856674
"('2019-03-13 21:00:00', '0.5028926', '3.0988646')",0.384015868636239
"('2019-03-13 22:00:00', '0.4853828', '3.07939')",0.3554917614764378
"('2019-03-13 23:00:00', '0.4794283', '3.0539517')",0.3439581280742698
"('2019-03-14 00:00:00', '0.5108515', '3.0177047')",0.38588879228807005
"('2019-03-14 01:00:00', '0.5548322', '3.014816')",0.45475785234769023
"('2019-03-14 02:00:00', '0.58142114', '3.0497587')",0.5051765649951965
"('2019-03-14 03:00:00', '0.5608456', '3.1016603')",0.4780539879212904
"('2019-03-14 04:00:00', '0.5535352', '3.2099357')",0.48192882144128185
"('2019-03-14 05:00:00', '0.68795335', '3.439718')",0.7976950529256094
"('2019-03-14 06:00:00', '1.0975161', '3.8722608')",2.285506598197192
"('2019-03-14 07:00:00', '1.5034236', '4.3566117')",4.825114905463007
"('2019-03-14 08:00:00', '1.5785917', '4.663827')",5.694795620762429
"('2019-03-14 09:00:00', '1.5553043', '4.8072314')",5.697992236713249
"('2019-03-14 10:00:00', '1.5076095', '4.8459945')",5.397053557489418
"('2019-03-14 11:00:00', '1.4882721', '4.811145')",5.221667413925342
"('2019-03-14 12:00:00', '1.4826714', '4.7499256')",5.116496811327006
"('2019-03-14 13:00:00', '1.4685221', '4.7107897')",4.977952751645064
"('2019-03-14 14:00:00', '1.4618602', '4.698583')",4.920108360043119
"('2019-03-14 15:00:00', '1.3950636', '4.7359486')",4.516386231976201
"('2019-03-14 16:00:00', '1.3267345', '4.7462916')",4.09372383696687
"('2019-03-14 17:00:00', '1.2347052', '4.7788115')",3.5697888979153016
"('2019-03-14 18:00:00', '1.1341863', '4.836583')",3.0486215780466304
"('2019-03-14 19:00:00', '1.0502338', '4.858574')",2.6258921459895745
"('2019-03-14 20:00:00', '0.97683454', '4.8528895')",2.269020907040827
"('2019-03-14 21:00:00', '0.9125732', '4.8172946')",1.9657790722397512
"('2019-03-14 22:00:00', '0.8568015', '4.749739')",1.7085443710354744
"('2019-03-14 23:00:00', '0.8104036', '4.638668')",1.492767232591247
"('2019-03-15 00:00:00', '0.7687812', '4.5115705')",1.306559936497567
"('2019-03-15 01:00:00', '0.73016536', '4.3838205')",1.145226251099538
"('2019-03-15 02:00:00', '0.70009816', '4.231191')",1.016193898000959
"('2019-03-15 03:00:00', '0.66053915', '4.136054')",0.8842588330258438
"('2019-03-15 04:00:00', '0.61054504', '4.0965457')",0.7482544338855067
"('2019-03-15 05:00:00', '0.56043303', '4.073623')",0.6269376626970845
"('2019-03-15 06:00:00', '0.5172187', '4.029642')",0.5282153056000366
"('2019-03-15 07:00:00', '0.4805485', '3.9669318')",0.44887484281659307
"('2019-03-15 08:00:00', '0.44446778', '3.9250007')",0.37994119680404675
"('2019-03-15 09:00:00', '0.41186547', '3.880181')",0.3225216187827011
"('2019-03-15 10:00:00', '0.37902737', '3.843002')",0.27052526710558394
"('2019-03-15 11:00:00', '0.35574007', '3.759792')",0.23314465953874633
"('2019-03-15 12:00:00', '0.33168626', '3.7172089')",0.2003862929380725
"('2019-03-15 13:00:00', '0.31099296', '3.6667051')",0.17376935076762776
"('2019-03-15 14:00:00', '0.29395485', '3.5981245')",0.15234686671512332
"('2019-03-15 15:00:00', '0.27756524', '3.5486457')",0.13396423752527686
"('2019-03-15 16:00:00', '0.27774215', '3.3194222')",0.12547065359935797
"('2019-03-15 17:00:00', '0.26736605', '3.2325783')",0.11322899513755867
"('2019-03-15 18:00:00', '0.26070404', '3.1513252')",0.10495057562851451
"('2019-03-15 19:00:00', '0.26259065', '3.0560017')",0.10325430978505373
"('2019-03-15 20:00:00', '0.27108014', '2.961051')",0.10661967886837073
"('2019-03-15 21:00:00', '0.28222275', '2.879891')",0.11239737519806242
"('2019-03-15 22:00:00', '0.29761004', '2.7995696')",0.12150174224205959
"('2019-03-15 23:00:00', '0.33876085', '2.7422638')",0.15420261495722798
"('2019-03-16 00:00:00', '0.37100947', '2.7486935')",0.18539259595093907
"('2019-03-16 01:00:00', '0.38114977', '2.7841017')",0.19818578426127248
"('2019-03-16 02:00:00', '0.37543118', '2.7992902')",0.19333241710215415
"('2019-03-16 03:00:00', '0.37401617', '2.785779')",0.19095168610181082
"('2019-03-16 04:00:00', '0.4036708', '2.778511')",0.22185175631005094
"('2019-03-16 05:00:00', '0.4288447', '2.8170877')",0.25386132450617016
"('2019-03-16 06:00:00', '0.4302596', '2.855012')",0.2589793617846038
"('2019-03-16 07:00:00', '0.4037887', '2.8737411')",0.22958951015084117
"('2019-03-16 08:00:00', '0.35927737', '2.896943')",0.1832296516854221
"('2019-03-16 09:00:00', '0.31759596', '2.9195857')",0.1443003041545331
"('2019-03-16 10:00:00', '0.27615035', '2.9193995')",0.10908896097986369
"('2019-03-16 11:00:00', '0.25109434', '2.9322584')",0.09058831166699507
"('2019-03-16 12:00:00', '0.23529434', '2.9448376')",0.0798877869184991
"('2019-03-16 13:00:00', '0.25292194', '2.8046014')",0.08791039576368817
"('2019-03-16 14:00:00', '0.27278984', '2.8108444')",0.10249183463565871
"('2019-03-16 15:00:00', '0.28717494', '2.918561')",0.11793913354027163
"('2019-03-16 16:00:00', '0.30374146', '3.0853534')",0.1394791037728552
"('2019-03-16 17:00:00', '0.32679296', '3.2361193')",0.1693425081128245
"('2019-03-16 18:00:00', '0.35249746', '3.34719')",0.20379260898652118
"('2019-03-16 19:00:00', '0.37283707', '3.4518313')",0.23511688279100385
"('2019-03-16 20:00:00', '0.38586617', '3.557032')",0.25951189025374083
"('2019-03-16 21:00:00', '0.40066397', '3.6096787')",0.2839391034407
"('2019-03-16 22:00:00', '0.41227818', '3.642385')",0.30336301307941677
"('2019-03-16 23:00:00', '0.4158156', '3.6927023')",0.31285415995150834
"('2019-03-17 00:00:00', '0.41398787', '3.7588603')",0.3156657752671797
"('2019-03-17 01:00:00', '0.41357517', '3.792778')",0.31787942377286726
"('2019-03-17 02:00:00', '0.42300808', '3.751965')",0.3289668865514111
"('2019-03-17 03:00:00', '0.42943418', '3.7186065')",0.33602339916422697
"('2019-03-17 04:00:00', '0.42890358', '3.7195382')",0.33527752804390204
"('2019-03-17 05:00:00', '0.4334432', '3.7525241')",0.3454490145399052
"('2019-03-17 06:00:00', '0.4371574', '3.7939892')",0.35527761028413446
"('2019-03-17 07:00:00', '0.4440552', '3.8769197')",0.37459054063479386
"('2019-03-17 08:00:00', '0.4487126', '4.0050426')",0.3951297680789243
"('2019-03-17 09:00:00', '0.4545492', '4.1318607')",0.4183151051113617
"('2019-03-17 10:00:00', '0.4555514', '4.29474')",0.43672467314346436
"('2019-03-17 11:00:00', '0.4628029', '4.3854976')",0.4602640991414345
"('2019-03-17 12:00:00', '0.4757731', '4.3813977')",0.4859689514890766
"('2019-03-17 13:00:00', '0.4866798', '4.3879204')",0.509262224103303
"('2019-03-17 14:00:00', '0.4990015', '4.366023')",0.5327038081949348
"('2019-03-17 15:00:00', '0.5122665', '4.3218555')",0.5557228239870304
"('2019-03-17 16:00:00', '0.5256493', '4.2687426')",0.577947286461637
"('2019-03-17 17:00:00', '0.5391501', '4.203796')",0.5987659465108874
"('2019-03-17 18:00:00', '0.5540068', '4.1218905')",0.6199015484215861
"('2019-03-17 19:00:00', '0.5622606', '4.075021')",0.6312497724817526
"('2019-03-17 20:00:00', '0.5617889', '4.073996')",0.6300325484242242
"('2019-03-17 21:00:00', '0.5594897', '4.0871344')",0.6269013291770424
"('2019-03-17 22:00:00', '0.5612583', '4.0907683')",0.631431894443692
"('2019-03-17 23:00:00', '0.5688046', '4.0929117')",0.6488654578230612
"('2019-03-18 00:00:00', '0.5767046', '4.117977')",0.6710993647000368
"('2019-03-18 01:00:00', '0.59456813', '4.1178837')",0.7133019475519435
"('2019-03-18 02:00:00', '0.61714804', '4.1166725')",0.7682827927828704
"('2019-03-18 03:00:00', '0.64149654', '4.127202')",0.8322243946316539
"('2019-03-18 04:00:00', '0.66142344', '4.1713696')",0.8941984550600284
"('2019-03-18 05:00:00', '0.67032576', '4.2551384')",0.9368748675046216
"('2019-03-18 06:00:00', '0.67321455', '4.346921')",0.9653500310792241
"('2019-03-18 07:00:00', '0.67675185', '4.408606')",0.9893643806092344
"('2019-03-18 08:00:00', '0.66997194', '4.4961023')",0.988884322674922
"('2019-03-18 09:00:00', '0.65010405', '4.6424885')",0.9614189097820169
"('2019-03-18 10:00:00', '0.62888014', '4.789341')",0.9281274122243494
"('2019-03-18 11:00:00', '0.61431813', '4.862208')",0.899117144094547
"('2019-03-18 12:00:00', '0.6044136', '4.877023')",0.8730102435203554
"('2019-03-18 13:00:00', '0.5954524', '4.8785143')",0.8475742664737456
"('2019-03-18 14:00:00', '0.5873755', '4.8672395')",0.8228306344803046
"('2019-03-18 15:00:00', '0.580124', '4.849349')",0.7996891181766375
"('2019-03-18 16:00:00', '0.5741695', '4.821022')",0.7787811503203491
"('2019-03-18 17:00:00', '0.5695121', '4.7812343')",0.7598747574000914
"('2019-03-18 18:00:00', '0.568274', '4.7478757')",0.7512958560443982
"('2019-03-18 19:00:00', '0.5759382', '4.6124845')",0.749691814898726
"('2019-03-18 20:00:00', '0.5913255', '4.477373')",0.7671363668570188
"('2019-03-18 21:00:00', '0.60341144', '4.3860564')",0.7825234685353772
"('2019-03-18 22:00:00', '0.65994954', '4.1262703')",0.8805929717988631
"('2019-03-18 23:00:00', '0.70210266', '4.002713')",0.9668336750267448
"('2019-03-19 00:00:00', '0.72692287', '3.9774613')",1.0298612272623238
"('2019-03-19 01:00:00', '0.7459065', '3.989668')",1.0876811970016562
"('2019-03-19 02:00:00', '0.74690866', '4.0485578')",1.106703832041722
"('2019-03-19 03:00:00', '0.7381244', '4.118536')",1.0995071816438093
"('2019-03-19 04:00:00', '0.72621536', '4.1812463')",1.0805197053594975
"('2019-03-19 05:00:00', '0.71241987', '4.236409')",1.0535763411114776
"('2019-03-19 06:00:00', '0.69915485', '4.2695813')",1.0226525769363224
"('2019-03-19 07:00:00', '0.68724597', '4.274986')",0.9893618969921996
"('2019-03-19 08:00:00', '0.67563176', '4.257654')",0.9523280114505618
"('2019-03-19 09:00:00', '0.66702425', '4.212928')",0.9184665906560623
"('2019-03-19 10:00:00', '0.66838026', '4.12012')",0.9018891765998502
"('2019-03-19 11:00:00', '0.68211675', '4.005788')",0.9132747899970421
"('2019-03-19 12:00:00', '0.68164515', '3.9503458')",0.8993896634582069
"('2019-03-19 13:00:00', '0.70387137', '3.8544633')",0.9357214737971936
"('2019-03-19 14:00:00', '0.72992957', '3.8003256')",0.9921533484654695
"('2019-03-19 15:00:00', '0.73547137', '3.8038664')",1.008214358280853
"('2019-03-19 16:00:00', '0.7165468', '3.8443067')",0.9671709203575278
"('2019-03-19 17:00:00', '0.69255185', '3.8800879')",0.9118895351213137
"('2019-03-19 18:00:00', '0.67586756', '3.8826969')",0.8690660263067918
"('2019-03-19 19:00:00', '0.67203546', '3.841884')",0.8502070587931113
"('2019-03-19 20:00:00', '0.68606675', '3.7717192')",0.8698976875995489
"('2019-03-19 21:00:00', '0.70764446', '3.7178612')",0.9122617675243494
"('2019-03-19 22:00:00', '0.71902287', '3.6932616')",0.935602899498122
"('2019-03-19 23:00:00', '0.7462013', '3.672762')",1.0020764805253641
"('2019-03-20 00:00:00', '0.800735', '3.6719232')",1.1536319965404762
"('2019-03-20 01:00:00', '0.836344', '3.7159042')",1.273592462430919
"('2019-03-20 02:00:00', '0.8359902', '3.7645445')",1.2891720703674618
"('2019-03-20 03:00:00', '0.8065715', '3.7960393')",1.2100756574695761
"('2019-03-20 04:00:00', '0.7812207', '3.8029346')",1.1372669579266144
"('2019-03-20 05:00:00', '0.911571', '4.1362405')",1.6841581201315396
"('2019-03-20 06:00:00', '0.878556', '4.1686673')",1.5766388134523202
"('2019-03-20 07:00:00', '0.8497858', '4.180874')",1.479388024349828
"('2019-03-20 08:00:00', '0.8296231', '4.1731396')",1.4074101056654609
"('2019-03-20 09:00:00', '0.8318634', '4.1271086')",1.3994133434348288
"('2019-03-20 10:00:00', '0.9011948', '4.0256352')",1.6020196959263693
"('2019-03-20 11:00:00', '0.9865032', '4.015199')",1.9146974162354433
"('2019-03-20 12:00:00', '1.0258265', '4.0726914')",2.1000295770525224
"('2019-03-20 13:00:00', '1.0337853', '4.126177')",2.160750582278797
"('2019-03-20 14:00:00', '1.0439258', '4.1554356')",2.218972388722053
"('2019-03-20 15:00:00', '1.0627325', '4.1723013')",2.308977322625528
"('2019-03-20 16:00:00', '1.0696893', '4.194105')",2.351530858001254
"('2019-03-20 17:00:00', '1.0879064', '4.208828')",2.440845673859868
"('2019-03-20 18:00:00', '1.1264043', '4.227743')",2.6284108941415507
"('2019-03-20 19:00:00', '1.1536416', '4.2595177')",2.7777830509756005
"('2019-03-20 20:00:00', '1.1607163', '4.2930627')",2.8341020095353215
"('2019-03-20 21:00:00', '1.1409662', '4.3194327')",2.755296559513193
"('2019-03-20 22:00:00', '1.109484', '4.325303')",2.6088836058542038
