"significant_wave_height,energy_wave_period,mean_wave_direction,potenza(kW/m)"
"('2019-07-30 23:00:00', '0.26247275', '2.9851847')",0.10077103753969895
"('2019-07-31 00:00:00', '0.26182425', '2.9427876')",0.09884955845875064
"('2019-07-31 01:00:00', '0.26093984', '2.9160452')",0.0972906522542405
"('2019-07-31 02:00:00', '0.25439584', '2.9164176')",0.09248382877416758
"('2019-07-31 03:00:00', '0.24867713', '2.9064474')",0.08807045512468634
"('2019-07-31 04:00:00', '0.24808764', '2.8694549')",0.0865377778053468
"('2019-07-31 05:00:00', '0.24248683', '2.8479304')",0.08205437911730909
"('2019-07-31 06:00:00', '0.23482263', '2.837494')",0.07666743391739492
"('2019-07-31 07:00:00', '0.22662783', '2.826219')",0.071125997877889
"('2019-07-31 08:00:00', '0.22073233', '2.7859654')",0.06651256459827987
"('2019-07-31 09:00:00', '0.21082783', '2.787736')",0.060716062714047433
"('2019-07-31 10:00:00', '0.19685543', '2.7735724')",0.05266600602453571
"('2019-07-31 11:00:00', '0.19520462', '2.6976304')",0.05036846448813879
"('2019-07-31 12:00:00', '0.19773972', '2.6313794')",0.05041588325918725
"('2019-07-31 13:00:00', '0.19827032', '2.5803165')",0.04970321420720029
"('2019-07-31 14:00:00', '0.19284642', '2.5532944')",0.04652861602635577
"('2019-07-31 15:00:00', '0.18429792', '2.5445354')",0.04234922282884899
"('2019-07-31 16:00:00', '0.17533672', '2.5342855')",0.038176611181317696
"('2019-07-31 17:00:00', '0.16472471', '2.5455604')",0.0338451925780249
"('2019-07-31 18:00:00', '0.1586523', '2.512295')",0.030985567812560833
"('2019-07-31 19:00:00', '0.15081131', '2.515463')",0.028033791468694173
"('2019-07-31 20:00:00', '0.14332402', '2.519563')",0.025360584800405872
"('2019-07-31 21:00:00', '0.13642621', '2.5207744')",0.022989296862031893
"('2019-07-31 22:00:00', '0.10429549', '2.76295')",0.014726521081939793
"('2019-07-31 23:00:00', '0.1015836', '2.7143097')",0.013724694241201003
"('2019-08-01 00:00:00', '0.09916639', '2.668931')",0.012860635619090776
"('2019-08-01 01:00:00', '0.0993433', '2.5977414')",0.012562299997270794
"('2019-08-01 02:00:00', '0.10099399', '2.5176063')",0.012582732311089577
"('2019-08-01 03:00:00', '0.1028806', '2.4488392')",0.012700573304358826
"('2019-08-01 04:00:00', '0.1047672', '2.3953538')",0.012882982689252077
"('2019-08-01 05:00:00', '0.10665369', '2.356218')",0.013132981150315318
"('2019-08-01 06:00:00', '0.15959561', '2.1728394')",0.027118495378408998
"('2019-08-01 07:00:00', '0.16767251', '2.196414')",0.030257567759225577
"('2019-08-01 08:00:00', '0.17115092', '2.191848')",0.03146045428105157
"('2019-08-01 09:00:00', '0.18524122', '2.2213862')",0.03735041355185008
"('2019-08-01 10:00:00', '0.22309053', '2.3462477')",0.057217939004642324
"('2019-08-01 11:00:00', '0.24826443', '2.3710337')",0.07160820839494146
"('2019-08-01 12:00:00', '0.26771975', '2.434303')",0.08549319270101918
"('2019-08-01 13:00:00', '0.27774215', '2.5049338')",0.094683852240647
"('2019-08-01 14:00:00', '0.27473545', '2.5692282')",0.0950228743222132
"('2019-08-01 15:00:00', '0.27296674', '2.6066866')",0.09517094147359405
"('2019-08-01 16:00:00', '0.27243614', '2.6445177')",0.09617717022983248
"('2019-08-01 17:00:00', '0.26488984', '2.7082531')",0.09311420313861303
"('2019-08-01 18:00:00', '0.25675404', '2.778604')",0.08975472247746928
"('2019-08-01 19:00:00', '0.25062263', '2.8351645')",0.08725993969870816
"('2019-08-01 20:00:00', '0.24561143', '2.879798')",0.08512463311424466
"('2019-08-01 21:00:00', '0.24083614', '2.9177222')",0.08292459052915246
"('2019-08-01 22:00:00', '0.22503603', '3.0404406')",0.07544608669776812
"('2019-08-01 23:00:00', '0.22197044', '3.0456586')",0.07353051128618464
"('2019-08-02 00:00:00', '0.21831512', '3.050411')",0.07123969777480568
"('2019-08-02 01:00:00', '0.21418822', '3.0496655')",0.06855504971235354
"('2019-08-02 02:00:00', '0.20953083', '3.047336')",0.06555597621244968
"('2019-08-02 03:00:00', '0.20457852', '3.040068')",0.06234468613229012
"('2019-08-02 04:00:00', '0.20068753', '3.0155616')",0.059512070486833955
"('2019-08-02 05:00:00', '0.22037864', '2.7626703')",0.06574521290681423
"('2019-08-02 06:00:00', '0.21277332', '2.7622976')",0.06127747851679443
"('2019-08-02 07:00:00', '0.20546293', '2.7442207')",0.05676518663919533
"('2019-08-02 08:00:00', '0.19785762', '2.7359276')",0.052481500327954914
"('2019-08-02 09:00:00', '0.19868302', '2.6318452')",0.050907049507940005
"('2019-08-02 10:00:00', '0.25062263', '2.637343')",0.08117144213142133
"('2019-08-02 11:00:00', '0.32307875', '2.6195455')",0.1339796423561797
"('2019-08-02 12:00:00', '0.37861466', '2.6638992')",0.18711504966589151
"('2019-08-02 13:00:00', '0.3931178', '2.7259574')",0.20642417712958622
"('2019-08-02 14:00:00', '0.41257298', '2.7527')",0.2295918813872852
"('2019-08-02 15:00:00', '0.4383365', '2.7953765')",0.26317925975153905
"('2019-08-02 16:00:00', '0.44181478', '2.8406622')",0.2717040754413727
"('2019-08-02 17:00:00', '0.4428171', '2.8719707')",0.27594647569644554
"('2019-08-02 18:00:00', '0.42796028', '2.9016953')",0.2604082939437558
"('2019-08-02 19:00:00', '0.42577899', '2.9049566')",0.2580501900885634
"('2019-08-02 20:00:00', '0.4520731', '2.895825')",0.28999180457666834
"('2019-08-02 21:00:00', '0.481197', '2.8766298')",0.32638175800425306
"('2019-08-02 22:00:00', '0.4863261', '2.8852954')",0.3343809435604638
"('2019-08-02 23:00:00', '0.511559', '2.909336')",0.37306234897711177
"('2019-08-03 00:00:00', '0.4844985', '3.027675')",0.34824926499297537
"('2019-08-03 01:00:00', '0.4585582', '3.1343665')",0.32294962523717125
"('2019-08-03 02:00:00', '0.4467671', '3.1567297')",0.30874209342922027
"('2019-08-03 03:00:00', '0.4472977', '3.1252346')",0.30638819909949355
"('2019-08-03 04:00:00', '0.4559052', '3.0599153')",0.3116409909697966
"('2019-08-03 05:00:00', '0.4731201', '3.0191023')",0.33114386010097335
"('2019-08-03 06:00:00', '0.5048381', '3.0274887')",0.3780792632425776
"('2019-08-03 07:00:00', '0.5416852', '3.092808')",0.444675272492625
"('2019-08-03 08:00:00', '0.5839561', '3.1827269')",0.5318092092231016
"('2019-08-03 09:00:00', '0.63176894', '3.2741365')",0.6403381879138637
"('2019-08-03 10:00:00', '0.64945555', '3.3757963')",0.6977039437250766
"('2019-08-03 11:00:00', '0.66790855', '3.450061')",0.7541484795649582
"('2019-08-03 12:00:00', '0.70328176', '3.5052238')",0.8495139984443559
"('2019-08-03 13:00:00', '0.7319341', '3.5727794')",0.9378777730642338
"('2019-08-03 14:00:00', '0.76300347', '3.6380057')",1.0377971681793472
"('2019-08-03 15:00:00', '0.7997917', '3.7078907')",1.1621890771036953
"('2019-08-03 16:00:00', '0.8371104', '3.78551')",1.2998281939594758
"('2019-08-03 17:00:00', '0.8734858', '3.8734722')",1.4481322378204289
"('2019-08-03 18:00:00', '0.8950045', '3.9688888')",1.5578134490448303
"('2019-08-03 19:00:00', '0.9222419', '4.1161137')",1.7154305570723398
"('2019-08-03 20:00:00', '0.93491733', '4.218239')",1.8066485753139252
"('2019-08-03 21:00:00', '0.9393389', '4.279179')",1.8501253301919376
"('2019-08-03 22:00:00', '0.9402232', '4.296231')",1.8609968195200017
"('2019-08-03 23:00:00', '1.0030696', '4.4496055')",2.1937125776800284
"('2019-08-04 00:00:00', '0.96533823', '4.445692')",2.029992637549053
"('2019-08-04 01:00:00', '0.9202374', '4.417831')",1.8331792714582906
"('2019-08-04 02:00:00', '0.8799709', '4.352512')",1.6514775653332676
"('2019-08-04 03:00:00', '0.8487835', '4.256536')",1.5026099066288066
"('2019-08-04 04:00:00', '0.8128797', '4.176774')",1.3523515805909119
"('2019-08-04 05:00:00', '0.7709625', '4.11807')",1.1993786483590103
"('2019-08-04 06:00:00', '0.72939897', '4.069244')",1.0608161020394216
"('2019-08-04 07:00:00', '0.69149065', '4.0246105')",0.9429584578747215
"('2019-08-04 08:00:00', '0.65930104', '3.975784')",0.846810790282097
"('2019-08-04 09:00:00', '0.63035405', '3.928821')",0.764940081046715
"('2019-08-04 10:00:00', '0.5989897', '3.899842')",0.6856173531912261
"('2019-08-04 11:00:00', '0.5749949', '3.8432817')",0.6226246109444936
"('2019-08-04 12:00:00', '0.5540658', '3.7760987')",0.5680180090930989
"('2019-08-04 13:00:00', '0.5371456', '3.6930752')",0.5221175316985109
"('2019-08-04 14:00:00', '0.5239396', '3.6002676')",0.4842764058504122
"('2019-08-04 15:00:00', '0.5136814', '3.5118394')",0.4540653982911823
"('2019-08-04 16:00:00', '0.5041306', '3.4437246')",0.428855132031942
"('2019-08-04 17:00:00', '0.4936366', '3.396296')",0.40552377252757055
"('2019-08-04 18:00:00', '0.4836731', '3.3696465')",0.3862640513533849
"('2019-08-04 19:00:00', '0.4733559', '3.3713236')",0.3701451898741625
"('2019-08-04 20:00:00', '0.4678141', '3.3820395')",0.3626781321353092
"('2019-08-04 21:00:00', '0.466635', '3.3965755')",0.36240315728553735
"('2019-08-04 22:00:00', '0.4619186', '3.426766')",0.3582708134471745
"('2019-08-04 23:00:00', '0.4572611', '3.4454021')",0.3529917112403747
"('2019-08-05 00:00:00', '0.450835', '3.4477315')",0.34337191138025414
"('2019-08-05 01:00:00', '0.4411074', '3.4403703')",0.32801216972106506
"('2019-08-05 02:00:00', '0.4273708', '3.4316113')",0.30711700284166155
"('2019-08-05 03:00:00', '0.41015577', '3.4281635')",0.28258900331107106
"('2019-08-05 04:00:00', '0.39158487', '3.422666')",0.2571653234009269
"('2019-08-05 05:00:00', '0.38291848', '3.4485703')",0.24776948393315848
"('2019-08-05 06:00:00', '0.36476016', '3.4269524')",0.22341840512518898
"('2019-08-05 07:00:00', '0.34748626', '3.3984392')",0.201071657569854
"('2019-08-05 08:00:00', '0.33015347', '3.3761692')",0.18032337034375104
"('2019-08-05 09:00:00', '0.31458926', '3.3510103')",0.16250234273647313
"('2019-08-05 10:00:00', '0.28959215', '3.4148388')",0.1403265531661134
"('2019-08-05 11:00:00', '0.27909815', '3.3623784')",0.1283383887869836
"('2019-08-05 12:00:00', '0.27738845', '3.214315')",0.12118845885606291
"('2019-08-05 13:00:00', '0.27662194', '3.111444')",0.11666250958611828
"('2019-08-05 14:00:00', '0.28228164', '2.9978573')",0.11705023775829175
"('2019-08-05 15:00:00', '0.28599584', '2.910361')",0.11664399194063783
"('2019-08-05 16:00:00', '0.28428614', '2.853521')",0.11300262356025811
"('2019-08-05 17:00:00', '0.27267194', '2.8372145')",0.10336396179373691
"('2019-08-05 18:00:00', '0.25875854', '2.8288283')",0.09280941863237248
"('2019-08-05 19:00:00', '0.24354804', '2.8244488')",0.08209166500564
"('2019-08-05 20:00:00', '0.23258233', '2.7802815')",0.07369504422929979
"('2019-08-05 21:00:00', '0.21778452', '2.7824244')",0.0646656232084428
"('2019-08-05 22:00:00', '0.19827032', '2.7637885')",0.05323733419481556
"('2019-08-05 23:00:00', '0.19184422', '2.6950214')",0.04860217850808115
"('2019-08-06 00:00:00', '0.17958152', '2.691201')",0.04252707389864859
"('2019-08-06 01:00:00', '0.1681441', '2.6868217')",0.037221870446137166
"('2019-08-06 02:00:00', '0.15977252', '2.6485245')",0.0331286886240707
"('2019-08-06 03:00:00', '0.15039861', '2.6310067')",0.02916121930769418
"('2019-08-06 04:00:00', '0.141909', '2.6147933')",0.02580199714776648
"('2019-08-06 05:00:00', '0.15199041', '2.4009447')",0.027177569206220165
"('2019-08-06 06:00:00', '0.1614232', '2.3515592')",0.030025061197099603
"('2019-08-06 07:00:00', '0.1602441', '2.3196914')",0.02918706255857398
"('2019-08-06 08:00:00', '0.15835762', '2.2741263')",0.027944001298654875
"('2019-08-06 09:00:00', '0.16360462', '2.2449608')",0.029443943047074973
"('2019-08-06 10:00:00', '0.20652413', '2.3320844')",0.048739598415038665
"('2019-08-06 11:00:00', '0.24449134', '2.377836')",0.06964740498805125
"('2019-08-06 12:00:00', '0.29590034', '2.472507')",0.10607780832930679
"('2019-08-06 13:00:00', '0.34595346', '2.5709987')",0.1507763737364838
"('2019-08-06 14:00:00', '0.39948487', '2.678156')",0.2094269760174522
"('2019-08-06 15:00:00', '0.4321462', '2.7627635')",0.2528140387812897
"('2019-08-06 16:00:00', '0.4567895', '2.8279896')",0.289138625996485
"('2019-08-06 17:00:00', '0.4728843', '2.8823137')",0.31582544514994604
"('2019-08-06 18:00:00', '0.4816686', '2.9123178')",0.33107890927220307
"('2019-08-06 19:00:00', '0.4797821', '2.9235926')",0.3297623094788791
"('2019-08-06 20:00:00', '0.4730022', '2.92322')",0.32046743388781007
"('2019-08-06 21:00:00', '0.4630977', '2.9180017')",0.30663863197415714
"('2019-08-06 22:00:00', '0.42996478', '2.922195')",0.26471042060625866
"('2019-08-06 23:00:00', '0.39582968', '2.914461')",0.22375411893512664
"('2019-08-07 00:00:00', '0.36134076', '2.9068203')",0.18597226129190142
"('2019-08-07 01:00:00', '0.32679296', '2.9074726')",0.15214479341145276
"('2019-08-07 02:00:00', '0.30043995', '2.8802638')",0.1273924553365403
"('2019-08-07 03:00:00', '0.28298914', '2.8254738')",0.11087328195612915
"('2019-08-07 04:00:00', '0.27119803', '2.7654657')",0.09966379431762941
"('2019-08-07 05:00:00', '0.25645924', '2.7290323')",0.08795113690650229
"('2019-08-07 06:00:00', '0.24702644', '2.687567')",0.08036043132833995
"('2019-08-07 07:00:00', '0.24301744', '2.655979')",0.07685915405161774
"('2019-08-07 08:00:00', '0.24101293', '2.6748946')",0.07613483993072666
"('2019-08-07 09:00:00', '0.24354804', '2.7492523')",0.07990610374228957
"('2019-08-07 10:00:00', '0.27308464', '2.7349026')",0.0999384227153777
"('2019-08-07 11:00:00', '0.32449377', '2.7546568')",0.14212690687505908
"('2019-08-07 12:00:00', '0.41227818', '2.8063717')",0.23373404369192305
"('2019-08-07 13:00:00', '0.5342568', '2.9784758')",0.4165721895270116
"('2019-08-07 14:00:00', '0.65765035', '3.1980085')",0.6777441925927227
"('2019-08-07 15:00:00', '0.73665047', '3.3981595')",0.9035720325888048
"('2019-08-07 16:00:00', '0.75852287', '3.5532117')",1.0017388628425723
"('2019-08-07 17:00:00', '0.74006987', '3.6662393')",0.9839257700366244
"('2019-08-07 18:00:00', '0.70581686', '3.7558787')",0.9168360772439231
"('2019-08-07 19:00:00', '0.67374516', '3.8184025')",0.8493156024944414
"('2019-08-07 20:00:00', '0.64615405', '3.8551157')",0.7886887358382912
"('2019-08-07 21:00:00', '0.62616813', '3.8559542')",0.7408151684213723
"('2019-08-07 22:00:00', '0.607833', '3.8416977')",0.6954850791945005
"('2019-08-07 23:00:00', '0.6005815', '3.785603')",0.6690753773844008
"('2019-08-08 00:00:00', '0.61225474', '3.681614')",0.6762365572584305
"('2019-08-08 01:00:00', '0.63135624', '3.5809793')",0.6994341692101733
"('2019-08-08 02:00:00', '0.63459885', '3.543521')",0.6992454553216061
"('2019-08-08 03:00:00', '0.60305774', '3.5666294')",0.6355823916018211
"('2019-08-08 04:00:00', '0.5571315', '3.6052995')",0.5483436977156645
"('2019-08-08 05:00:00', '0.62711143', '3.9822135')",0.7673792529211336
"('2019-08-08 06:00:00', '0.5846046', '3.9837976')",0.6671412622065764
"('2019-08-08 07:00:00', '0.55778', '3.944848')",0.6013844992156249
"('2019-08-08 08:00:00', '0.5449277', '3.885213')",0.5653126225300896
"('2019-08-08 09:00:00', '0.5420979', '3.8437476')",0.5534856833782356
"('2019-08-08 10:00:00', '0.5508232', '3.8097367')",0.5663898858507649
"('2019-08-08 11:00:00', '0.5553038', '3.8443067')",0.5808652547912735
"('2019-08-08 12:00:00', '0.5576621', '3.9104648')",0.5958908552730967
"('2019-08-08 13:00:00', '0.5586643', '3.9767158')",0.608166472588626
"('2019-08-08 14:00:00', '0.5559524', '4.0349536')",0.6110965666449636
"('2019-08-08 15:00:00', '0.5477576', '4.0945888')",0.6019815740244698
"('2019-08-08 16:00:00', '0.535259', '4.1459312')",0.5820310148958667
"('2019-08-08 17:00:00', '0.5205792', '4.17724')",0.5547012331964849
"('2019-08-08 18:00:00', '0.5041306', '4.1863713')",0.5213386740032094
"('2019-08-08 19:00:00', '0.4888612', '4.153106')",0.48634027361805704
"('2019-08-08 20:00:00', '0.4731201', '4.1062365')",0.450383879041631
"('2019-08-08 21:00:00', '0.4597373', '4.0220013')",0.41654101264784144
"('2019-08-08 22:00:00', '0.4457059', '3.9286346')",0.3824146165206649
"('2019-08-08 23:00:00', '0.44328868', '3.8611722')",0.3717821485727769
"('2019-08-09 00:00:00', '0.4326768', '3.72252')",0.34147611986365106
"('2019-08-09 01:00:00', '0.4268992', '3.5785565')",0.3195616393184715
"('2019-08-09 02:00:00', '0.40885878', '3.521344')",0.2884371463334168
"('2019-08-09 03:00:00', '0.39689088', '3.4291887')",0.26468522734244004
"('2019-08-09 04:00:00', '0.38409758', '3.350824')",0.24223162310064764
"('2019-08-09 05:00:00', '0.36682367', '3.301066')",0.21765316694246778
"('2019-08-09 06:00:00', '0.35143626', '3.2476735')",0.19654480927763016
"('2019-08-09 07:00:00', '0.34064746', '3.1762974')",0.18060407667089082
"('2019-08-09 08:00:00', '0.35196686', '3.031402')",0.1840107350912004
"('2019-08-09 09:00:00', '0.37578487', '2.931047')",0.20281377247165966
"('2019-08-09 10:00:00', '0.39146698', '2.901602')",0.21788342468375516
"('2019-08-09 11:00:00', '0.39736247', '2.8966637')",0.22411341332145945
"('2019-08-09 12:00:00', '0.38993418', '2.8966637')",0.2158125854040874
"('2019-08-09 13:00:00', '0.37908638', '2.8899546')",0.20349955439204837
"('2019-08-09 14:00:00', '0.36193037', '2.8944273')",0.1857842011498101
"('2019-08-09 15:00:00', '0.33758175', '2.9156723')",0.16281436184630382
"('2019-08-09 16:00:00', '0.31464815', '2.934681')",0.1423663483213097
"('2019-08-09 17:00:00', '0.29643095', '2.9369173')",0.12645467484269818
"('2019-08-09 18:00:00', '0.28463995', '2.911386')",0.11558130088548343
"('2019-08-09 19:00:00', '0.27420485', '2.881475')",0.10616007096993704
"('2019-08-09 20:00:00', '0.26648164', '2.8579006')",0.09944381674190357
"('2019-08-09 21:00:00', '0.25869954', '2.8419666')",0.09319795063893699
"('2019-08-09 22:00:00', '0.23659134', '2.88865')",0.07922982420079726
"('2019-08-09 23:00:00', '0.23794723', '2.828549')",0.07847315134929858
"('2019-08-10 00:00:00', '0.23688602', '2.7989173')",0.07695999114784845
"('2019-08-10 01:00:00', '0.23688602', '2.7729201')",0.07624516320996372
"('2019-08-10 02:00:00', '0.23299503', '2.7892265')",0.07419475023528856
"('2019-08-10 03:00:00', '0.22863233', '2.8238897')",0.07233010472951946
"('2019-08-10 04:00:00', '0.22509503', '2.8588324')",0.07097682817583288
"('2019-08-10 05:00:00', '0.22185242', '2.8897681')",0.06969271980663413
"('2019-08-10 06:00:00', '0.21843302', '2.914461')",0.06813823954340073
"('2019-08-10 07:00:00', '0.21489573', '2.9301152')",0.06630348369900033
"('2019-08-10 08:00:00', '0.21112263', '2.9366379')",0.06413809464672388
"('2019-08-10 09:00:00', '0.22002482', '2.797613')",0.06636316131678062
"('2019-08-10 10:00:00', '0.21524942', '2.7919288')",0.06338469406783569
"('2019-08-10 11:00:00', '0.21006143', '2.7751565')",0.06000344628437204
"('2019-08-10 12:00:00', '0.20357633', '2.7642543')",0.05613434189651858
"('2019-08-10 13:00:00', '0.20516813', '2.7229755')",0.056164204762922325
"('2019-08-10 14:00:00', '0.20192552', '2.6948352')",0.05384070170635719
"('2019-08-10 15:00:00', '0.19644272', '2.672099')",0.05052664970969048
"('2019-08-10 16:00:00', '0.19178522', '2.6411633')",0.04760160586221071
"('2019-08-10 17:00:00', '0.18765843', '2.593548')",0.04475345072190067
"('2019-08-10 18:00:00', '0.18329573', '2.530931')",0.041665930115063726
"('2019-08-10 19:00:00', '0.17244792', '2.5385718')",0.0369914582635907
"('2019-08-10 20:00:00', '0.16254342', '2.541274')",0.0328992774453868
"('2019-08-10 21:00:00', '0.15440762', '2.5286946')",0.029541321491079076
"('2019-08-10 22:00:00', '0.11944699', '2.7896926')",0.019503064224543933
"('2019-08-10 23:00:00', '0.11467171', '2.7412388')",0.017662636368034862
"('2019-08-11 00:00:00', '0.10942459', '2.7089052')",0.01589350719943407
"('2019-08-11 01:00:00', '0.1043545', '2.6789012')",0.014294703113170697
"('2019-08-11 02:00:00', '0.103529096', '2.5758438')",0.013528213463303032
"('2019-08-11 03:00:00', '0.1048851', '2.4811728')",0.013374596382408689
"('2019-08-11 04:00:00', '0.1060642', '2.4115672')",0.013293308682585048
"('2019-08-11 05:00:00', '0.1071254', '2.364884')",0.013298138020772341
"('2019-08-11 06:00:00', '0.1083045', '2.3317118')",0.013401825350499203
"('2019-08-11 07:00:00', '0.10877609', '2.3130755')",0.013410741038799997
"('2019-08-11 08:00:00', '0.109188795', '2.2991917')",0.013431589471456602
"('2019-08-11 09:00:00', '0.1171478', '2.1919413')",0.014739857122612315
"('2019-08-11 10:00:00', '0.1021142', '2.1827164')",0.011152331497622224
"('2019-08-11 11:00:00', '0.1209209', '2.0701547')",0.01483206509398348
"('2019-08-11 12:00:00', '0.1317687', '2.120472')",0.018040690035714478
"('2019-08-11 13:00:00', '0.13725162', '2.139015')",0.019744442178014424
"('2019-08-11 14:00:00', '0.144562', '2.1597009')",0.022115562264522312
"('2019-08-11 15:00:00', '0.1446799', '2.1687393')",0.02224435560887535
"('2019-08-11 16:00:00', '0.14774561', '2.1423695')",0.022914987663667247
"('2019-08-11 17:00:00', '0.14120162', '2.1966934')",0.02146074943549028
"('2019-08-11 18:00:00', '0.13630831', '2.246079')",0.020448703318536803
"('2019-08-11 19:00:00', '0.1360724', '2.255863')",0.020466750284473634
"('2019-08-11 20:00:00', '0.1325351', '2.2974215')",0.019774184467892718
"('2019-08-11 21:00:00', '0.12958741', '2.334507')",0.01920953624853849
"('2019-08-11 22:00:00', '0.105769396', '2.505586')",0.01373489812166539
"('2019-08-11 23:00:00', '0.10600519', '2.5092201')",0.013816215398381312
"('2019-08-12 00:00:00', '0.10759699', '2.483875')",0.014090488856677527
"('2019-08-12 01:00:00', '0.1093657', '2.4520073')",0.01437077245514912
"('2019-08-12 02:00:00', '0.1081866', '2.4579709')",0.014096774795936412
"('2019-08-12 03:00:00', '0.1068306', '2.461139')",0.013763331096977595
"('2019-08-12 04:00:00', '0.10535669', '2.4614186')",0.013387694514529657
"('2019-08-12 05:00:00', '0.104118705', '2.4581573')",0.013057597160961448
"('2019-08-12 06:00:00', '0.1031754', '2.449212')",0.012775408069373249
"('2019-08-12 07:00:00', '0.10270369', '2.435235')",0.012586618006873197
"('2019-08-12 08:00:00', '0.10176051', '2.4230282')",0.012294563048960797
"('2019-08-12 09:00:00', '0.1140821', '2.22325')",0.014178144393281102
"('2019-08-12 10:00:00', '0.13707471', '2.0983884')",0.019319533180448437
"('2019-08-12 11:00:00', '0.15682471', '2.1799212')",0.026270350138716127
"('2019-08-12 12:00:00', '0.160362', '2.187189')",0.027560387605960104
"('2019-08-12 13:00:00', '0.16543221', '2.1890528')",0.029355701293041582
"('2019-08-12 14:00:00', '0.16289711', '2.1966934')",0.028562241316984864
"('2019-08-12 15:00:00', '0.1608926', '2.1879346')",0.027752528418615658
"('2019-08-12 16:00:00', '0.16018522', '2.1870027')",0.027497314649831416
"('2019-08-12 17:00:00', '0.16201282', '2.1652918')",0.027849107019314215
"('2019-08-12 18:00:00', '0.16065681', '2.1402264')",0.027067869600403232
"('2019-08-12 19:00:00', '0.15370011', '2.1583033')",0.024983708922374743
"('2019-08-12 20:00:00', '0.15947771', '2.0983884')",0.026150616902745207
"('2019-08-12 21:00:00', '0.16649342', '2.084225')",0.028309671486184237
"('2019-08-12 22:00:00', '0.14857101', '2.1030474')",0.0227464325104598
"('2019-08-12 23:00:00', '0.1442672', '2.1466558')",0.02189241640320381
"('2019-08-13 00:00:00', '0.14273441', '2.1985571')",0.02194781030041928
"('2019-08-13 01:00:00', '0.14432621', '2.2559562')",0.023025928826240123
"('2019-08-13 02:00:00', '0.16584492', '2.238252')",0.03016542216236074
"('2019-08-13 03:00:00', '0.18866062', '2.3261209')",0.04056868009334884
"('2019-08-13 04:00:00', '0.21289122', '2.3995469')",0.05328939925221641
"('2019-08-13 05:00:00', '0.24838233', '2.4690595')",0.07463955290969432
"('2019-08-13 06:00:00', '0.28658545', '2.5193768')",0.10139055039688698
"('2019-08-13 07:00:00', '0.30574596', '2.6191728')",0.11997249378048866
"('2019-08-13 08:00:00', '0.30592275', '2.7303367')",0.12520908328917962
"('2019-08-13 09:00:00', '0.30450785', '2.8202558')",0.12813906977811942
"('2019-08-13 10:00:00', '0.31240785', '2.8620937')",0.1368748965078508
"('2019-08-13 11:00:00', '0.32213545', '2.90095')",0.1475072491324765
"('2019-08-13 12:00:00', '0.34583557', '2.8920045')",0.1694862080754883
"('2019-08-13 13:00:00', '0.36122286', '2.9021611')",0.18555302989803754
"('2019-08-13 14:00:00', '0.37224758', '2.9261084')",0.19867821845386746
"('2019-08-13 15:00:00', '0.37065578', '2.9844394')",0.20090946567595525
"('2019-08-13 16:00:00', '0.35621166', '3.0904784')",0.19214896749230384
"('2019-08-13 17:00:00', '0.34495127', '3.1695886')",0.1848053214992147
"('2019-08-13 18:00:00', '0.33551836', '3.2292237')",0.1781257852339783
"('2019-08-13 19:00:00', '0.32696986', '3.26808')",0.17120017406355373
"('2019-08-13 20:00:00', '0.31794965', '3.3020906')",0.1635692895727867
"('2019-08-13 21:00:00', '0.31464815', '3.2632346')",0.15830504021314404
"('2019-08-13 22:00:00', '0.32036686', '3.197263')",0.16079391560150819
"('2019-08-13 23:00:00', '0.31877506', '3.151232')",0.15690801573406843
"('2019-08-14 00:00:00', '0.30539215', '3.1637182')",0.1445804632279294
"('2019-08-14 01:00:00', '0.31741905', '3.072588')",0.15169329506812668
"('2019-08-14 02:00:00', '0.35190797', '3.0717492')",0.18639748125310254
"('2019-08-14 03:00:00', '0.37702286', '3.1850564')",0.22184445306905456
"('2019-08-14 04:00:00', '0.38975728', '3.2925863')",0.24508781412484185
"('2019-08-14 05:00:00', '0.39453268', '3.3720691')",0.25719262483902056
"('2019-08-14 06:00:00', '0.39606547', '3.4160502')",0.2625755516035518
"('2019-08-14 07:00:00', '0.43998718', '3.2798207')",0.3111187803525802
"('2019-08-14 08:00:00', '0.5484061', '3.1545863')",0.4648823380542607
"('2019-08-14 09:00:00', '0.66154134', '3.2633278')",0.6997948756203792
"('2019-08-14 10:00:00', '0.72297287', '3.4518313')",0.8840760863339011
"('2019-08-14 11:00:00', '0.71253777', '3.6259854')",0.9020651641462468
"('2019-08-14 12:00:00', '0.71466017', '3.7143202')",0.9295538990939625
"('2019-08-14 13:00:00', '0.7589946', '3.7407835')",1.0559321814548166
"('2019-08-14 14:00:00', '0.8105215', '3.7982757')",1.222676722338446
"('2019-08-14 15:00:00', '0.8522029', '3.8679745')",1.3764666637855871
"('2019-08-14 16:00:00', '0.9121605', '3.9330144')",1.6034821878477248
"('2019-08-14 17:00:00', '0.93928003', '4.009888')",1.7334786629856636
"('2019-08-14 18:00:00', '0.9199426', '4.0609508')",1.684012335868881
"('2019-08-14 19:00:00', '0.9447628', '4.0402646')",1.7670606570088172
"('2019-08-14 20:00:00', '0.9766577', '4.025263')",1.8813738276132708
"('2019-08-14 21:00:00', '1.0283616', '4.0220013')",2.0841548784562285
"('2019-08-14 22:00:00', '1.0728137', '4.039985')",2.2783710540933866
"('2019-08-14 23:00:00', '1.1221595', '4.07968')",2.517279044189016
