time;P;G(i);H_sun;T2m;WS10m;Int;capacity factor
20190409:0610;66530;90,84;18,09;0;0;0;0,06653
20190409:0710;151240;184,93;28,97;0;0;0;0,15124
20190409:0810;240790;284,63;39,15;0;0;0;0,24079
20190409:0910;159280;193,98;47,83;0;0;0;0,15928
20190409:1010;498180;588,16;53,77;0;0;0;0,49818
20190409:1110;675460;818,79;55,4;0;0;0;0,67546
20190409:1210;639450;769,19;52,15;0;0;0;0,63945
20190409:1310;226430;268,84;45,09;0;0;0;0,22643
20190409:1410;308850;361,3;35,78;0;0;0;0,30885
20190409:1510;279720;331,48;25,3;0;0;0;0,27972
20190409:1610;99680;135,53;14,29;0;0;0;0,09968
20190409:1710;0;3,48;3,19;0;0;0;0
20190409:1810;0;0;0;0;0;0;0
20190409:1910;0;0;0;0;0;0;0
20190409:2010;0;0;0;0;0;0;0
20190409:2110;0;0;0;0;0;0;0
20190409:2210;0;0;0;0;0;0;0
20190409:2310;0;0;0;0;0;0;0
20190410:0010;0;0;0;0;0;0;0
20190410:0110;0;0;0;0;0;0;0
20190410:0210;0;0;0;0;0;0;0
20190410:0310;0;0;0;0;0;0;0
20190410:0410;0;0;0;0;0;0;0
20190410:0510;25490;45,89;7,28;0;0;0;0,02549
20190410:0610;117630;150,12;18,39;0;0;0;0,11763
20190410:0710;82840;109;29,28;0;0;0;0,08284
20190410:0810;103540;132,09;39,47;0;0;0;0,10354
20190410:0910;328340;384,76;48,19;0;0;0;0,32834
20190410:1010;410340;481,58;54,14;0;0;0;0,41034
20190410:1110;816800;1019,7;55,77;0;0;0;0,8168
20190410:1210;762920;939,6;52,46;0;0;0;0,76292
20190410:1310;637190;763,93;45,36;0;0;0;0,63719
20190410:1410;547450;646,41;36;0;0;0;0,54745
20190410:1510;359470;426,65;25,5;0;0;0;0,35947
20190410:1610;123910;172,02;14,48;0;0;0;0,12391
20190410:1710;3790;13,04;3,38;0;0;0;0,00379
20190410:1810;0;0;0;0;0;0;0
20190410:1910;0;0;0;0;0;0;0
20190410:2010;0;0;0;0;0;0;0
20190410:2110;0;0;0;0;0;0;0
20190410:2210;0;0;0;0;0;0;0
20190410:2310;0;0;0;0;0;0;0
20190411:0010;0;0;0;0;0;0;0
20190411:0110;0;0;0;0;0;0;0
20190411:0210;0;0;0;0;0;0;0
20190411:0310;0;0;0;0;0;0;0
20190411:0410;0;0;0;0;0;0;0
20190411:0510;26870;56,93;7,58;0;0;0;0,02687
20190411:0610;218780;279,08;18,69;0;0;0;0,21878
20190411:0710;443650;522,04;29,59;0;0;0;0,44365
20190411:0810;624890;745,55;39,8;0;0;0;0,62489
20190411:0910;751700;920,94;48,54;0;0;0;0,7517
20190411:1010;818250;1020,74;54,52;0;0;0;0,81825
20190411:1110;821980;1027,44;56,13;0;0;0;0,82198
20190411:1210;798780;991,03;52,78;0;0;0;0,79878
20190411:1310;699920;847,74;45,62;0;0;0;0,69992
20190411:1410;558120;659,83;36,23;0;0;0;0,55812
20190411:1510;220510;263,22;25,7;0;0;0;0,22051
20190411:1610;63920;88,78;14,68;0;0;0;0,06392
20190411:1710;590;6,95;3,58;0;0;0;0,00059
20190411:1810;0;0;0;0;0;0;0
20190411:1910;0;0;0;0;0;0;0
20190411:2010;0;0;0;0;0;0;0
20190411:2110;0;0;0;0;0;0;0
20190411:2210;0;0;0;0;0;0;0
20190411:2310;0;0;0;0;0;0;0
20190412:0010;0;0;0;0;0;0;0
20190412:0110;0;0;0;0;0;0;0
20190412:0210;0;0;0;0;0;0;0
20190412:0310;0;0;0;0;0;0;0
20190412:0410;0;0;0;0;0;0;0
20190412:0510;780;7,39;7,87;0;0;0;0,00078
20190412:0610;9780;22,17;18,98;0;0;0;0,00978
20190412:0710;295090;346,49;29,89;0;0;0;0,29509
20190412:0810;389700;455,23;40,12;0;0;0;0,3897
20190412:0910;187820;225,77;48,89;0;0;0;0,18782
20190412:1010;366730;430,07;54,89;0;0;0;0,36673
20190412:1110;598840;716,93;56,49;0;0;0;0,59884
20190412:1210;0;0;0;0;0;0;0
20190412:1310;524200;618,96;45,88;0;0;0;0,5242
20190412:1410;561060;663,55;36,45;0;0;0;0,56106
20190412:1510;349210;414,31;25,9;0;0;0;0,34921
20190412:1610;127580;177,71;14,87;0;0;0;0,12758
20190412:1710;5390;15,64;3,77;0;0;0;0,00539
20190412:1810;0;0;0;0;0;0;0
20190412:1910;0;0;0;0;0;0;0
20190412:2010;0;0;0;0;0;0;0
20190412:2110;0;0;0;0;0;0;0
20190412:2210;0;0;0;0;0;0;0
20190412:2310;0;0;0;0;0;0;0
20190413:0010;0;0;0;0;0;0;0
20190413:0110;0;0;0;0;0;0;0
20190413:0210;0;0;0;0;0;0;0
20190413:0310;0;0;0;0;0;0;0
20190413:0410;0;0;0;0;0;0;0
20190413:0510;6630;17,55;8,16;0;0;0;0,00663
20190413:0610;98030;126,84;19,28;0;0;0;0,09803
20190413:0710;146760;179,98;30,2;0;0;0;0,14676
20190413:0810;270410;318,06;40,44;0;0;0;0,27041
20190413:0910;328180;384,7;49,24;0;0;0;0,32818
20190413:1010;461920;543,91;55,26;0;0;0;0,46192
20190413:1110;620030;744,84;56,85;0;0;0;0,62003
20190413:1210;651570;785,74;53,41;0;0;0;0,65157
20190413:1310;596710;711,14;46,14;0;0;0;0,59671
20190413:1410;505080;593,88;36,67;0;0;0;0,50508
20190413:1510;350490;415,97;26,1;0;0;0;0,35049
20190413:1610;127440;177,71;15,06;0;0;0;0,12744
20190413:1710;7090;18,25;3,97;0;0;0;0,00709
20190413:1810;0;0;0;0;0;0;0
20190413:1910;0;0;0;0;0;0;0
20190413:2010;0;0;0;0;0;0;0
20190413:2110;0;0;0;0;0;0;0
20190413:2210;0;0;0;0;0;0;0
20190413:2310;0;0;0;0;0;0;0
20190414:0010;0;0;0;0;0;0;0
20190414:0110;0;0;0;0;0;0;0
20190414:0210;0;0;0;0;0;0;0
20190414:0310;0;0;0;0;0;0;0
20190414:0410;0;0;0;0;0;0;0
20190414:0510;19560;35,53;8,45;0;0;0;0,01956
20190414:0610;187180;234,34;19,57;0;0;0;0,18718
20190414:0710;388520;455,6;30,49;0;0;0;0,38852
20190414:0810;621500;741,33;40,76;0;0;0;0,6215
20190414:0910;742090;907,75;49,58;0;0;0;0,74209
20190414:1010;815590;1016,95;55,62;0;0;0;0,81559
20190414:1110;831820;1042,06;57,2;0;0;0;0,83182
20190414:1210;799060;991,45;53,71;0;0;0;0,79906
20190414:1310;426820;500,15;46,39;0;0;0;0,42682
20190414:1410;186700;224,3;36,89;0;0;0;0,1867
20190414:1510;356400;423,24;26,29;0;0;0;0,3564
20190414:1610;108910;147,16;15,25;0;0;0;0,10891
20190414:1710;7670;19,12;4,16;0;0;0;0,00767
20190414:1810;0;0;0;0;0;0;0
20190414:1910;0;0;0;0;0;0;0
20190414:2010;0;0;0;0;0;0;0
20190414:2110;0;0;0;0;0;0;0
20190414:2210;0;0;0;0;0;0;0
20190414:2310;0;0;0;0;0;0;0
20190415:0010;0;0;0;0;0;0;0
20190415:0110;0;0;0;0;0;0;0
20190415:0210;0;0;0;0;0;0;0
20190415:0310;0;0;0;0;0;0;0
20190415:0410;0;0;0;0;0;0;0
20190415:0510;35400;59,88;8,74;0;0;0;0,0354
20190415:0610;96990;125,48;19,85;0;0;0;0,09699
20190415:0710;189610;227,54;30,79;0;0;0;0,18961
20190415:0810;62350;85,91;41,07;0;0;0;0,06235
20190415:0910;404200;473,68;49,92;0;0;0;0,4042
20190415:1010;686760;834,23;55,99;0;0;0;0,68676
20190415:1110;485160;572,77;57,56;0;0;0;0,48516
20190415:1210;520580;616,18;54,02;0;0;0;0,52058
20190415:1310;296410;348,05;46,64;0;0;0;0,29641
20190415:1410;539540;636,67;37,1;0;0;0;0,53954
20190415:1510;360230;428,01;26,49;0;0;0;0,36023
20190415:1610;126900;175,71;15,43;0;0;0;0,1269
20190415:1710;8260;19,99;4,35;0;0;0;0,00826
20190415:1810;0;0;0;0;0;0;0
20190415:1910;0;0;0;0;0;0;0
20190415:2010;0;0;0;0;0;0;0
20190415:2110;0;0;0;0;0;0;0
20190415:2210;0;0;0;0;0;0;0
20190415:2310;0;0;0;0;0;0;0
20190416:0010;0;0;0;0;0;0;0
20190416:0110;0;0;0;0;0;0;0
20190416:0210;0;0;0;0;0;0;0
20190416:0310;0;0;0;0;0;0;0
20190416:0410;0;0;0;0;0;0;0
20190416:0510;36920;68,1;9,02;0;0;0;0,03692
20190416:0610;226520;285,72;20,13;0;0;0;0,22652
20190416:0710;446090;524,92;31,08;0;0;0;0,44609
20190416:0810;623010;743,74;41,38;0;0;0;0,62301
20190416:0910;745310;912,67;50,26;0;0;0;0,74531
20190416:1010;818270;1021,42;56,35;0;0;0;0,81827
20190416:1110;838150;1051,98;57,91;0;0;0;0,83815
20190416:1210;796290;987,89;54,32;0;0;0;0,79629
20190416:1310;709930;861,76;46,9;0;0;0;0,70993
20190416:1410;566390;670,6;37,31;0;0;0;0,56639
20190416:1510;365600;434,63;26,68;0;0;0;0,3656
20190416:1610;136570;194,17;15,62;0;0;0;0,13657
20190416:1710;8260;19,99;4,54;0;0;0;0,00826
20190416:1810;0;0;0;0;0;0;0
20190416:1910;0;0;0;0;0;0;0
20190416:2010;0;0;0;0;0;0;0
20190416:2110;0;0;0;0;0;0;0
20190416:2210;0;0;0;0;0;0;0
20190416:2310;0;0;0;0;0;0;0
20190417:0010;0;0;0;0;0;0;0
20190417:0110;0;0;0;0;0;0;0
20190417:0210;0;0;0;0;0;0;0
20190417:0310;0;0;0;0;0;0;0
20190417:0410;0;0;0;0;0;0;0
20190417:0510;39410;69,16;9,3;0;0;0;0,03941
20190417:0610;227090;285,69;20,41;0;0;0;0,22709
20190417:0710;433980;510,22;31,37;0;0;0;0,43398
20190417:0810;631370;754,77;41,69;0;0;0;0,63137
20190417:0910;750050;919,63;50,59;0;0;0;0,75005
20190417:1010;822670;1028,25;56,7;0;0;0;0,82267
20190417:1110;838000;1052,07;58,26;0;0;0;0,838
20190417:1210;800800;994,74;54,62;0;0;0;0,8008
20190417:1310;698140;846,07;47,14;0;0;0;0,69814
20190417:1410;566700;671,19;37,53;0;0;0;0,5667
20190417:1510;368210;437,89;26,87;0;0;0;0,36821
20190417:1610;136530;193,38;15,81;0;0;0;0,13653
20190417:1710;9470;21,73;4,73;0;0;0;0,00947
20190417:1810;0;0;0;0;0;0;0
20190417:1910;0;0;0;0;0;0;0
20190417:2010;0;0;0;0;0;0;0
20190417:2110;0;0;0;0;0;0;0
20190417:2210;0;0;0;0;0;0;0
20190417:2310;0;0;0;0;0;0;0
20190418:0010;0;0;0;0;0;0;0
20190418:0110;0;0;0;0;0;0;0
20190418:0210;0;0;0;0;0;0;0
20190418:0310;0;0;0;0;0;0;0
20190418:0410;0;0;0;0;0;0;0
20190418:0510;38140;73,76;9,58;0;0;0;0,03814
20190418:0610;233990;294,94;20,69;0;0;0;0,23399
20190418:0710;456050;537,04;31,65;0;0;0;0,45605
20190418:0810;631230;754,6;41,99;0;0;0;0,63123
20190418:0910;753630;924,61;50,92;0;0;0;0,75363
20190418:1010;820870;1025,41;57,06;0;0;0;0,82087
20190418:1110;836050;1049,04;58,6;0;0;0;0,83605
20190418:1210;803310;998,29;54,92;0;0;0;0,80331
20190418:1310;715650;869,65;47,39;0;0;0;0,71565
20190418:1410;568540;673,49;37,74;0;0;0;0,56854
20190418:1510;367310;436,89;27,06;0;0;0;0,36731
20190418:1610;137340;195,23;15,99;0;0;0;0,13734
20190418:1710;10080;22,6;4,92;0;0;0;0,01008
20190418:1810;0;0;0;0;0;0;0
20190418:1910;0;0;0;0;0;0;0
20190418:2010;0;0;0;0;0;0;0
20190418:2110;0;0;0;0;0;0;0
20190418:2210;0;0;0;0;0;0;0
20190418:2310;0;0;0;0;0;0;0
20190419:0010;0;0;0;0;0;0;0
20190419:0110;0;0;0;0;0;0;0
20190419:0210;0;0;0;0;0;0;0
20190419:0310;0;0;0;0;0;0;0
20190419:0410;0;0;0;0;0;0;0
20190419:0510;38900;75,99;9,85;0;0;0;0,0389
20190419:0610;233450;293,2;20,96;0;0;0;0,23345
20190419:0710;362700;425,09;31,93;0;0;0;0,3627
20190419:0810;637640;763,06;42,28;0;0;0;0,63764
20190419:0910;760490;934,38;51,24;0;0;0;0,76049
20190419:1010;828140;1036,36;57,4;0;0;0;0,82814
20190419:1110;843280;1060,03;58,94;0;0;0;0,84328
20190419:1210;805450;1001,49;55,21;0;0;0;0,80545
20190419:1310;714040;867,64;47,63;0;0;0;0,71404
20190419:1410;573840;680,3;37,94;0;0;0;0,57384
20190419:1510;370730;441,19;27,25;0;0;0;0,37073
20190419:1610;138620;197,25;16,17;0;0;0;0,13862
20190419:1710;10080;22,6;5,11;0;0;0;0,01008
20190419:1810;0;0;0;0;0;0;0
20190419:1910;0;0;0;0;0;0;0
20190419:2010;0;0;0;0;0;0;0
20190419:2110;0;0;0;0;0;0;0
20190419:2210;0;0;0;0;0;0;0
20190419:2310;0;0;0;0;0;0;0
20190420:0010;0;0;0;0;0;0;0
20190420:0110;0;0;0;0;0;0;0
20190420:0210;0;0;0;0;0;0;0
20190420:0310;0;0;0;0;0;0;0
20190420:0410;0;0;0;0;0;0;0
20190420:0510;40690;78,33;10,12;0;0;0;0,04069
20190420:0610;237560;298,55;21,23;0;0;0;0,23756
20190420:0710;459180;540,82;32,2;0;0;0;0,45918
20190420:0810;632880;756,8;42,58;0;0;0;0,63288
20190420:0910;750270;919,97;51,56;0;0;0;0,75027
20190420:1010;821810;1026,91;57,75;0;0;0;0,82181
20190420:1110;836220;1049,3;59,28;0;0;0;0,83622
20190420:1210;794460;985,49;55,51;0;0;0;0,79446
20190420:1310;699790;848,21;47,87;0;0;0;0,69979
20190420:1410;561450;664,61;38,15;0;0;0;0,56145
20190420:1510;363030;431,8;27,44;0;0;0;0,36303
20190420:1610;137600;195,06;16,36;0;0;0;0,1376
20190420:1710;11320;24,33;5,3;0;0;0;0,01132
20190420:1810;0;0;0;0;0;0;0
20190420:1910;0;0;0;0;0;0;0
20190420:2010;0;0;0;0;0;0;0
20190420:2110;0;0;0;0;0;0;0
20190420:2210;0;0;0;0;0;0;0
20190420:2310;0;0;0;0;0;0;0
20190421:0010;0;0;0;0;0;0;0
20190421:0110;0;0;0;0;0;0;0
20190421:0210;0;0;0;0;0;0;0
20190421:0310;0;0;0;0;0;0;0
20190421:0410;0;0;0;0;0;0;0
20190421:0510;45540;71,01;10,38;0;0;0;0,04554
20190421:0610;177870;220,07;21,49;0;0;0;0,17787
20190421:0710;358140;419,71;32,47;0;0;0;0,35814
20190421:0810;438090;513,31;42,87;0;0;0;0,43809
20190421:0910;592540;707,46;51,88;0;0;0;0,59254
20190421:1010;647960;782,28;58,09;0;0;0;0,64796
20190421:1110;502050;594,13;59,62;0;0;0;0,50205
20190421:1210;623500;749,07;55,79;0;0;0;0,6235
20190421:1310;549590;651,5;48,11;0;0;0;0,54959
20190421:1410;336240;393,31;38,35;0;0;0;0,33624
20190421:1510;232490;276,99;27,63;0;0;0;0,23249
20190421:1610;123630;166,54;16,54;0;0;0;0,12363
20190421:1710;12590;26,07;5,49;0;0;0;0,01259
20190421:1810;0;0;0;0;0;0;0
20190421:1910;0;0;0;0;0;0;0
20190421:2010;0;0;0;0;0;0;0
20190421:2110;0;0;0;0;0;0;0
20190421:2210;0;0;0;0;0;0;0
20190421:2310;0;0;0;0;0;0;0
20190422:0010;0;0;0;0;0;0;0
20190422:0110;0;0;0;0;0;0;0
20190422:0210;0;0;0;0;0;0;0
20190422:0310;0;0;0;0;0;0;0
20190422:0410;0;0;0;0;0;0;0
20190422:0510;44500;68,96;10,64;0;0;0;0,0445
20190422:0610;21640;37,87;21,75;0;0;0;0,02164
20190422:0710;166050;201,39;32,74;0;0;0;0,16605
20190422:0810;245510;290,21;43,15;0;0;0;0,24551
20190422:0910;358660;420,36;52,19;0;0;0;0,35866
20190422:1010;392890;461,2;58,43;0;0;0;0,39289
20190422:1110;462700;545,4;59,95;0;0;0;0,4627
20190422:1210;231120;274,43;56,08;0;0;0;0,23112
20190422:1310;94420;121,93;48,35;0;0;0;0,09442
20190422:1410;106870;135,79;38,55;0;0;0;0,10687
20190422:1510;123950;154,81;27,81;0;0;0;0,12395
20190422:1610;60180;83,77;16,72;0;0;0;0,06018
20190422:1710;8860;20,86;5,68;0;0;0;0,00886
20190422:1810;0;0;0;0;0;0;0
20190422:1910;0;0;0;0;0;0;0
20190422:2010;0;0;0;0;0;0;0
20190422:2110;0;0;0;0;0;0;0
20190422:2210;0;0;0;0;0;0;0
20190422:2310;0;0;0;0;0;0;0
20190423:0010;0;0;0;0;0;0;0
20190423:0110;0;0;0;0;0;0;0
20190423:0210;0;0;0;0;0;0;0
20190423:0310;0;0;0;0;0;0;0
20190423:0410;0;0;0;0;0;0;0
20190423:0510;49520;77,49;10,9;0;0;0;0,04952
20190423:0610;197010;243,96;22,01;0;0;0;0,19701
20190423:0710;383580;449,6;33;0;0;0;0,38358
20190423:0810;542100;640,49;43,43;0;0;0;0,5421
20190423:0910;639300;768,19;52,5;0;0;0;0,6393
20190423:1010;722490;883,58;58,77;0;0;0;0,72249
20190423:1110;547930;651,62;60,28;0;0;0;0,54793
20190423:1210;676800;819,83;56,36;0;0;0;0,6768
20190423:1310;637550;764,33;48,58;0;0;0;0,63755
20190423:1410;510180;600,41;38,75;0;0;0;0,51018
20190423:1510;332100;394,37;27,99;0;0;0;0,3321
20190423:1610;124240;168,61;16,9;0;0;0;0,12424
20190423:1710;15180;29,55;5,86;0;0;0;0,01518
20190423:1810;0;0;0;0;0;0;0
20190423:1910;0;0;0;0;0;0;0
20190423:2010;0;0;0;0;0;0;0
20190423:2110;0;0;0;0;0;0;0
20190423:2210;0;0;0;0;0;0;0
20190423:2310;0;0;0;0;0;0;0
20190424:0010;0;0;0;0;0;0;0
20190424:0110;0;0;0;0;0;0;0
20190424:0210;0;0;0;0;0;0;0
20190424:0310;0;0;0;0;0;0;0
20190424:0410;0;0;0;0;0;0;0
20190424:0510;50900;84,18;11,16;0;0;0;0,0509
20190424:0610;220790;274,55;22,26;0;0;0;0,22079
20190424:0710;410320;481,47;33,26;0;0;0;0,41032
20190424:0810;601990;716,36;43,71;0;0;0;0,60199
20190424:0910;721480;879,07;52,8;0;0;0;0,72148
20190424:1010;785970;973,47;59,1;0;0;0;0,78597
20190424:1110;799720;994,28;60,6;0;0;0;0,79972
20190424:1210;761970;937,74;56,64;0;0;0;0,76197
20190424:1310;642860;771,38;48,81;0;0;0;0,64286
20190424:1410;481990;565,96;38,95;0;0;0;0,48199
20190424:1510;202070;242,34;28,18;0;0;0;0,20207
20190424:1610;101910;134,75;17,08;0;0;0;0,10191
20190424:1710;16500;31,29;6,05;0;0;0;0,0165
20190424:1810;0;0;0;0;0;0;0
20190424:1910;0;0;0;0;0;0;0
20190424:2010;0;0;0;0;0;0;0
20190424:2110;0;0;0;0;0;0;0
20190424:2210;0;0;0;0;0;0;0
20190424:2310;0;0;0;0;0;0;0
20190425:0010;0;0;0;0;0;0;0
20190425:0110;0;0;0;0;0;0;0
20190425:0210;0;0;0;0;0;0;0
20190425:0310;0;0;0;0;0;0;0
20190425:0410;0;0;0;0;0;0;0
20190425:0510;50610;86,35;11,4;0;0;0;0,05061
20190425:0610;233040;290,52;22,51;0;0;0;0,23304
20190425:0710;442110;519,79;33,52;0;0;0;0,44211
20190425:0810;616310;734,89;43,98;0;0;0;0,61631
20190425:0910;734040;896,64;53,1;0;0;0;0,73404
20190425:1010;628950;756,71;59,42;0;0;0;0,62895
20190425:1110;811880;1012,21;60,92;0;0;0;0,81188
20190425:1210;774240;955,39;56,92;0;0;0;0,77424
20190425:1310;680720;821,72;49,04;0;0;0;0,68072
20190425:1410;536040;632,59;39,15;0;0;0;0,53604
20190425:1510;350700;417,16;28,36;0;0;0;0,3507
20190425:1610;135010;189,36;17,26;0;0;0;0,13501
20190425:1710;16500;31,29;6,23;0;0;0;0,0165
20190425:1810;0;0;0;0;0;0;0
20190425:1910;0;0;0;0;0;0;0
20190425:2010;0;0;0;0;0;0;0
20190425:2110;0;0;0;0;0;0;0
20190425:2210;0;0;0;0;0;0;0
20190425:2310;0;0;0;0;0;0;0
20190426:0010;0;0;0;0;0;0;0
20190426:0110;0;0;0;0;0;0;0
20190426:0210;0;0;0;0;0;0;0
20190426:0310;0;0;0;0;0;0;0
20190426:0410;0;0;0;0;0;0;0
20190426:0510;20910;36,95;11,65;0;0;0;0,02091
20190426:0610;71320;96,07;22,75;0;0;0;0,07132
20190426:0710;198230;237,22;33,77;0;0;0;0,19823
20190426:0810;419050;490,61;44,24;0;0;0;0,41905
20190426:0910;376020;440,83;53,39;0;0;0;0,37602
20190426:1010;586630;701,18;59,75;0;0;0;0,58663
20190426:1110;702810;856,97;61,24;0;0;0;0,70281
20190426:1210;480710;567,05;57,19;0;0;0;0,48071
20190426:1310;91930;119,16;49,26;0;0;0;0,09193
20190426:1410;82010;108,08;39,34;0;0;0;0,08201
20190426:1510;80360;106,23;28,54;0;0;0;0,08036
20190426:1610;7860;19,4;17,43;0;0;0;0,00786
20190426:1710;5390;15,64;6,42;0;0;0;0,00539
20190426:1810;0;0;0;0;0;0;0
20190426:1910;0;0;0;0;0;0;0
20190426:2010;0;0;0;0;0;0;0
20190426:2110;0;0;0;0;0;0;0
20190426:2210;0;0;0;0;0;0;0
20190426:2310;0;0;0;0;0;0;0
20190427:0010;0;0;0;0;0;0;0
20190427:0110;0;0;0;0;0;0;0
20190427:0210;0;0;0;0;0;0;0
20190427:0310;0;0;0;0;0;0;0
20190427:0410;0;0;0;0;0;0;0
20190427:0510;45210;67,4;11,89;0;0;0;0,04521
20190427:0610;233270;289,34;22,99;0;0;0;0,23327
20190427:0710;456940;538,02;34,01;0;0;0;0,45694
20190427:0810;611530;729,46;44,5;0;0;0;0,61153
20190427:0910;758500;931,48;53,68;0;0;0;0,7585
20190427:1010;819100;1022,72;60,06;0;0;0;0,8191
20190427:1110;836810;1049,86;61,56;0;0;0;0,83681
20190427:1210;802320;996,45;57,46;0;0;0;0,80232
20190427:1310;710350;862,23;49,48;0;0;0;0,71035
20190427:1410;570980;676,74;39,54;0;0;0;0,57098
20190427:1510;370040;441,1;28,71;0;0;0;0,37004
20190427:1610;140220;200,38;17,61;0;0;0;0,14022
20190427:1710;15840;30,42;6,6;0;0;0;0,01584
20190427:1810;0;0;0;0;0;0;0
20190427:1910;0;0;0;0;0;0;0
20190427:2010;0;0;0;0;0;0;0
20190427:2110;0;0;0;0;0;0;0
20190427:2210;0;0;0;0;0;0;0
20190427:2310;0;0;0;0;0;0;0
20190428:0010;0;0;0;0;0;0;0
20190428:0110;0;0;0;0;0;0;0
20190428:0210;0;0;0;0;0;0;0
20190428:0310;0;0;0;0;0;0;0
20190428:0410;0;0;0;0;0;0;0
20190428:0510;47470;91,66;12,13;0;0;0;0,04747
20190428:0610;250260;313,48;23,22;0;0;0;0,25026
20190428:0710;338770;397,1;34,25;0;0;0;0,33877
20190428:0810;622000;742,57;44,76;0;0;0;0,622
20190428:0910;585980;699,09;53,97;0;0;0;0,58598
20190428:1010;562800;670,74;60,38;0;0;0;0,5628
20190428:1110;771550;954,14;61,87;0;0;0;0,77155
20190428:1210;603740;723,12;57,73;0;0;0;0,60374
20190428:1310;640800;769,05;49,7;0;0;0;0,6408
20190428:1410;508190;598,4;39,73;0;0;0;0,50819
20190428:1510;140620;173,34;28,89;0;0;0;0,14062
20190428:1610;138750;197,43;17,78;0;0;0;0,13875
20190428:1710;17840;33,02;6,78;0;0;0;0,01784
20190428:1810;0;0;0;0;0;0;0
20190428:1910;0;0;0;0;0;0;0
20190428:2010;0;0;0;0;0;0;0
20190428:2110;0;0;0;0;0;0;0
20190428:2210;0;0;0;0;0;0;0
20190428:2310;0;0;0;0;0;0;0
20190429:0010;0;0;0;0;0;0;0
20190429:0110;0;0;0;0;0;0;0
20190429:0210;0;0;0;0;0;0;0
20190429:0310;0;0;0;0;0;0;0
20190429:0410;0;0;0;0;0;0;0
20190429:0510;51190;75,21;12,36;0;0;0;0,05119
20190429:0610;251680;315,13;23,45;0;0;0;0,25168
20190429:0710;452090;531,97;34,48;0;0;0;0,45209
20190429:0810;580680;689,73;45,01;0;0;0;0,58068
20190429:0910;325030;381,56;54,25;0;0;0;0,32503
20190429:1010;96070;123,78;60,69;0;0;0;0,09607
20190429:1110;86140;112,69;62,17;0;0;0;0,08614
20190429:1210;90270;117,31;57,99;0;0;0;0,09027
20190429:1310;46250;67,43;49,92;0;0;0;0,04625
20190429:1410;35250;54,5;39,91;0;0;0;0,03525
20190429:1510;86970;113,62;29,07;0;0;0;0,08697
20190429:1610;43870;64,66;17,96;0;0;0;0,04387
20190429:1710;2780;11,3;6,96;0;0;0;0,00278
20190429:1810;0;0;0;0;0;0;0
20190429:1910;0;0;0;0;0;0;0
20190429:2010;0;0;0;0;0;0;0
20190429:2110;0;0;0;0;0;0;0
20190429:2210;0;0;0;0;0;0;0
20190429:2310;0;0;0;0;0;0;0
20190430:0010;0;0;0;0;0;0;0
20190430:0110;0;0;0;0;0;0;0
20190430:0210;0;0;0;0;0;0;0
20190430:0310;0;0;0;0;0;0;0
20190430:0410;0;0;0;0;0;0;0
20190430:0510;59560;87,49;12,58;0;0;0;0,05956
20190430:0610;159280;196,37;23,67;0;0;0;0,15928
20190430:0710;446580;525,31;34,71;0;0;0;0,44658
20190430:0810;620640;740,92;45,26;0;0;0;0,62064
20190430:0910;611430;732,22;54,52;0;0;0;0,61143
20190430:1010;156790;191,21;60,99;0;0;0;0,15679
20190430:1110;100220;128,4;62,48;0;0;0;0,10022
20190430:1210;695620;846,04;58,25;0;0;0;0,69562
20190430:1310;699540;847,25;50,13;0;0;0;0,69954
20190430:1410;552320;653,19;40,1;0;0;0;0,55232
20190430:1510;365880;436,25;29,24;0;0;0;0,36588
20190430:1610;139480;199,79;18,13;0;0;0;0,13948
20190430:1710;17840;33,02;7,14;0;0;0;0,01784
20190430:1810;0;0;0;0;0;0;0
20190430:1910;0;0;0;0;0;0;0
20190430:2010;0;0;0;0;0;0;0
20190430:2110;0;0;0;0;0;0;0
20190430:2210;0;0;0;0;0;0;0
20190430:2310;0;0;0;0;0;0;0
20190501:0010;0;0;0;0;0;0;0
20190501:0110;0;0;0;0;0;0;0
20190501:0210;0;0;0;0;0;0;0
20190501:0310;0;0;0;0;0;0;0
20190501:0410;0;0;0;0;0;0;0
20190501:0510;62250;91,16;12,81;0;0;0;0,06225
20190501:0610;192970;236,68;23,89;0;0;0;0,19297
20190501:0710;321820;377,48;34,94;0;0;0;0,32182
20190501:0810;297260;349,04;45,5;0;0;0;0,29726
20190501:0910;755210;926,23;54,79;0;0;0;0,75521
20190501:1010;811010;1010,09;61,29;0;0;0;0,81101
20190501:1110;827130;1034,56;62,78;0;0;0;0,82713
20190501:1210;781290;965,52;58,5;0;0;0;0,78129
20190501:1310;664280;800,03;50,35;0;0;0;0,66428
20190501:1410;549160;649,2;40,28;0;0;0;0,54916
20190501:1510;362530;432,15;29,41;0;0;0;0,36253
20190501:1610;139680;198,43;18,3;0;0;0;0,13968
20190501:1710;20550;36,5;7,32;0;0;0;0,02055
20190501:1810;0;0;0;0;0;0;0
20190501:1910;0;0;0;0;0;0;0
20190501:2010;0;0;0;0;0;0;0
20190501:2110;0;0;0;0;0;0;0
20190501:2210;0;0;0;0;0;0;0
20190501:2310;0;0;0;0;0;0;0
20190502:0010;0;0;0;0;0;0;0
20190502:0110;0;0;0;0;0;0;0
20190502:0210;0;0;0;0;0;0;0
20190502:0310;0;0;0;0;0;0;0
20190502:0410;0;0;0;0;0;0;0
