index;lat;long;time;100m_ucomponent_wind;100m_vcomponent_wind;velocita_vento;potenza prodotta;capacity factor
238;21,76000023;159,3200073;43475,91667;-6,203473;-4,288012;7,541228293;5708128,318;0,31711824
239;21,76000023;159,3200073;43475,95833;-5,993945;-3,8799655;7,140133678;4844918,668;0,269162148
240;21,76000023;159,3200073;43476;-5,5550623;-3,2355337;6,428638696;3536099,827;0,19644999
241;21,76000023;159,3200073;43476,04167;-5,0250797;-2,6353238;5,674183423;2431518,48;0,13508436
242;21,76000023;159,3200073;43476,08333;-4,33487;-2,8962321;5,213373025;1885922,597;0,104773478
243;21,76000023;159,3200073;43476,125;-4,058893;-2,8849757;4,979728625;1643555,943;0,091308663
244;21,76000023;159,3200073;43476,16667;-3,781309;-2,1569247;4,353231204;1098000,817;0,061000045
245;21,76000023;159,3200073;43476,20833;-3,5342696;-1,2861578;3,761018943;0;0
246;21,76000023;159,3200073;43476,25;-3,14951;-0,990274;3,30152326;0;0
247;21,76000023;159,3200073;43476,29167;-2,940518;-1,08917;3,135751488;0;0
248;21,76000023;159,3200073;43476,33333;-2,3231874;-1,1840458;2,607520691;0;0
249;21,76000023;159,3200073;43476,375;-1,5692084;-1,6483743;2,275863097;0;0
250;21,76000023;159,3200073;43476,41667;-1,5483091;-1,5530965;2,193027544;0;0
251;21,76000023;159,3200073;43476,45833;-0,8339851;-2,2349157;2,385451599;0;0
252;21,76000023;159,3200073;43476,5;-0,4090345;-3,219453;3,245333086;0;0
253;21,76000023;159,3200073;43476,54167;-0,3742025;-3,6733294;3,692340232;0;0
254;21,76000023;159,3200073;43476,58333;-0,66786313;-3,9330316;3,989333118;0;0
255;21,76000023;159,3200073;43476,625;-0,65553784;-4,470527;4,518333932;1227728,781;0,068207155
256;21,76000023;159,3200073;43476,66667;-0,3913505;-5,1205873;5,135520374;1802689,098;0,100149394
257;21,76000023;159,3200073;43476,70833;0,06736016;-5,7280335;5,728429555;2501924,46;0,138995803
258;21,76000023;159,3200073;43476,75;0,6707578;-6,3085446;6,34410364;3398429,542;0,188801641
259;21,76000023;159,3200073;43476,79167;1,5147643;-6,7266417;6,895086616;4363014,348;0,242389686
260;21,76000023;159,3200073;43476,83333;2,139597;-6,863327;7,189098193;4945277,984;0,274737666
261;21,76000023;159,3200073;43476,875;2,1583524;-6,837598;7,170162585;4906304,216;0,272572456
262;21,76000023;159,3200073;43476,91667;1,8019943;-7,1089587;7,333790102;5249922,48;0,29166236
263;21,76000023;159,3200073;43476,95833;1,1728745;-6,2482424;6,35737113;3419795,676;0,189988649
264;21,76000023;159,3200073;43477;0,8186598;-6,0733657;6,128292976;3063275,244;0,170181958
265;21,76000023;159,3200073;43477,04167;0,8095498;-6,3137712;6,365459736;3432865,507;0,19071475
266;21,76000023;159,3200073;43477,08333;0,74738836;-6,2084427;6,253267156;3254530,999;0,180807278
267;21,76000023;159,3200073;43477,125;0,56143904;-5,996178;6,022405201;2907216,535;0,16151203
268;21,76000023;159,3200073;43477,16667;0,08825946;-6,013063;6,013710699;2894643,324;0,160813518
269;21,76000023;159,3200073;43477,20833;-0,4567275;-5,9817057;5,999116859;2873620,599;0,159645589
270;21,76000023;159,3200073;43477,25;-0,8339851;-5,9165792;5,975068249;2839200,57;0,157733365
271;21,76000023;159,3200073;43477,29167;-1,2171371;-5,784316;5,910984208;2748823,531;0,152712418
272;21,76000023;159,3200073;43477,33333;-1,3264561;-5,6978827;5,850243845;2664951,857;0,148052881
273;21,76000023;159,3200073;43477,375;-1,5000801;-5,342098;5,548716189;2273761,967;0,126320109
274;21,76000023;159,3200073;43477,41667;-1,7690904;-4,188714;4,546977657;1251226,469;0,069512582
275;21,76000023;159,3200073;43477,45833;-1,8387544;-3,6966462;4,128705714;936718,8238;0,052039935
276;21,76000023;159,3200073;43477,5;-1,7605164;-3,2029705;3,654919701;0;0
277;21,76000023;159,3200073;43477,54167;-1,4915061;-2,4741154;2,888916312;0;0
278;21,76000023;159,3200073;43477,58333;-1,0917418;-2,116321;2,381326255;0;0
279;21,76000023;159,3200073;43477,625;-0,70698214;-1,9004384;2,027680906;0;0
280;21,76000023;159,3200073;43477,66667;-0,40581918;-1,6536006;1,702669713;0;0
281;21,76000023;159,3200073;43477,70833;-0,22040582;-1,7263654;1,740378183;0;0
282;21,76000023;159,3200073;43477,75;-0,25684547;-2,1597388;2,174957765;0;0
283;21,76000023;159,3200073;43477,79167;-0,29060555;-2,6783395;2,694059031;0;0
284;21,76000023;159,3200073;43477,83333;-0,21397519;-2,938042;2,945823514;0;0
285;21,76000023;159,3200073;43477,875;-0,33026052;-3,065883;3,083619721;0;0
286;21,76000023;159,3200073;43477,91667;-0,23112321;-3,2226694;3,23094661;0;0
287;21,76000023;159,3200073;43477,95833;-0,44493818;-3,1298037;3,161272083;0;0
288;21,76000023;159,3200073;43478;-0,75467515;-3,1032705;3,193716077;0;0
289;21,76000023;159,3200073;43478,04167;-1,0108244;-3,0015604;3,167196047;0;0
290;21,76000023;159,3200073;43478,08333;-0,89185977;-2,789296;2,928410153;0;0
291;21,76000023;159,3200073;43478,125;-0,9470551;-2,5597448;2,729323507;0;0
