"significant_wave_height,energy_wave_period,mean_wave_direction,potenza(kW/m)"
"('2019-03-20 13:00:00', '1.0425546', '4.15637')",2.2136446148000326
"('2019-03-20 14:00:00', '1.0561732', '4.18197')",2.2858476388402273
"('2019-03-20 15:00:00', '1.0776668', '4.1983876')",2.389173108898235
"('2019-03-20 16:00:00', '1.0903972', '4.2197213')",2.4583816372099387
"('2019-03-20 17:00:00', '1.1106474', '4.236788')",2.560856375438496
"('2019-03-20 18:00:00', '1.1425622', '4.2570086')",2.723079442265216
"('2019-03-20 19:00:00', '1.1632861', '4.2840924')",2.8407171079768667
"('2019-03-20 20:00:00', '1.1656545', '4.310806')",2.8700816228848876
"('2019-03-20 21:00:00', '1.1416149', '4.332232')",2.7666042694574418
"('2019-03-20 22:00:00', '1.1004039', '4.3399305')",2.5750347643351907
"('2019-03-20 23:00:00', '1.067897', '4.3198028')",2.4138969977647675
"('2019-03-21 00:00:00', '1.044627', '4.280011')",2.2885660893909563
"('2019-03-21 01:00:00', '1.0203505', '4.233727')",2.1598206722930406
"('2019-03-21 02:00:00', '0.99862', '4.185124')",2.0450547036759708
"('2019-03-21 03:00:00', '0.97309995', '4.144776')",1.9231450661242768
"('2019-03-21 04:00:00', '0.9386983', '4.111477')",1.7751947623190016
"('2019-03-21 05:00:00', '0.90589535', '4.069274')",1.6363231491628267
"('2019-03-21 06:00:00', '0.88605964', '4.010746')",1.542933288178171
"('2019-03-21 07:00:00', '0.88173723', '3.9495282')",1.5045951456444069
"('2019-03-21 08:00:00', '0.8913294', '3.9034293')",1.5195635278025748
"('2019-03-21 09:00:00', '0.904415', '3.888032')",1.5583371493822897
"('2019-03-21 10:00:00', '0.90388215', '3.889516')",1.5570955455915148
"('2019-03-21 11:00:00', '0.89973736', '3.89369')",1.54450372523697
"('2019-03-21 12:00:00', '0.8848754', '3.8954525')",1.4945767996133363
"('2019-03-21 13:00:00', '0.8966584', '3.8874755')",1.5315027738723135
"('2019-03-21 14:00:00', '0.9226521', '3.9038002')",1.6283944410088687
"('2019-03-21 15:00:00', '0.9023427', '3.9462817')",1.5744438687757263
"('2019-03-21 16:00:00', '0.856158', '3.9814355')",1.430024910305806
"('2019-03-21 17:00:00', '0.82720375', '3.965018')",1.3294323188392296
"('2019-03-21 18:00:00', '0.8237103', '3.9136324')",1.3011432229649427
"('2019-03-21 19:00:00', '0.8357893', '3.8692958')",1.3244074825890855
"('2019-03-21 20:00:00', '0.8536711', '3.8510232')",1.375160449678168
"('2019-03-21 21:00:00', '0.8725003', '3.8589072')",1.4394334297110507
"('2019-03-21 22:00:00', '0.88221085', '3.876809')",1.478479388692902
"('2019-03-21 23:00:00', '0.88665175', '3.8970294')",1.5011908664089828
"('2019-03-22 00:00:00', '0.8803754', '3.912241')",1.4857901593553178
"('2019-03-22 01:00:00', '0.86125016', '3.9195685')",1.4246000983226406
"('2019-03-22 02:00:00', '0.83898675', '3.914467')",1.3501403618111727
"('2019-03-22 03:00:00', '0.80784166', '3.9041715')",1.2484681240189468
"('2019-03-22 04:00:00', '0.7685255', '3.8890524')",1.125528351340118
"('2019-03-22 05:00:00', '0.7218672', '3.8760667')",0.9896962841728766
"('2019-03-22 06:00:00', '0.67840624', '3.8498173')",0.8681921758171491
"('2019-03-22 07:00:00', '0.64501107', '3.795927')",0.7738348214320897
"('2019-03-22 08:00:00', '0.6194911', '3.7266397')",0.7007831147763134
"('2019-03-22 09:00:00', '0.6064646', '3.6387088')",0.6557741489839045
"('2019-03-22 10:00:00', '0.6110239', '3.5436358')",0.6482784070448597
"('2019-03-22 11:00:00', '0.6260636', '3.4803772')",0.6684351867743177
"('2019-03-22 12:00:00', '0.62428725', '3.4645164')",0.6616184874819871
"('2019-03-22 13:00:00', '0.60847783', '3.465722')",0.6287519163644015
"('2019-03-22 14:00:00', '0.589708', '3.4694324')",0.5911920004486707
"('2019-03-22 15:00:00', '0.58023417', '3.4608989')",0.5709414774272831
"('2019-03-22 16:00:00', '0.56785905', '3.474441')",0.5489870807735366
"('2019-03-22 17:00:00', '0.5547141', '3.499763')",0.5276830275480562
"('2019-03-22 18:00:00', '0.5444114', '3.5207253')",0.5113080646252683
"('2019-03-22 19:00:00', '0.5450628', '3.5106153')",0.511060607663497
"('2019-03-22 20:00:00', '0.5596286', '3.477131')",0.533601369140269
"('2019-03-22 21:00:00', '0.5881684', '3.4560757')",0.5858449655606982
"('2019-03-22 22:00:00', '0.62517536', '3.4662786')",0.6638397465631901
"('2019-03-22 23:00:00', '0.6540704', '3.523508')",0.7386187583306383
"('2019-03-23 00:00:00', '0.67313635', '3.5892708')",0.7969083783881297
"('2019-03-23 01:00:00', '0.6920247', '3.6494684')",0.8563846592910178
"('2019-03-23 02:00:00', '0.70114326', '3.7105005')",0.8938036042707111
"('2019-03-23 03:00:00', '0.6952814', '3.762814')",0.8913126165788727
"('2019-03-23 04:00:00', '0.68261015', '3.7900836')",0.8653471206603153
"('2019-03-23 05:00:00', '0.68373513', '3.8207853')",0.8752346502471833
"('2019-03-23 06:00:00', '0.67254424', '3.792217')",0.8404869523334199
"('2019-03-23 07:00:00', '0.661531', '3.7573414')",0.8057070035690587
"('2019-03-23 08:00:00', '0.64998484', '3.720889')",0.7702811133166243
"('2019-03-23 09:00:00', '0.637136', '3.6893525')",0.7338554456433388
"('2019-03-23 10:00:00', '0.6311557', '3.643532')",0.7111998978557786
"('2019-03-23 11:00:00', '0.6143397', '3.6345348')",0.6721436099107007
"('2019-03-23 12:00:00', '0.59385264', '3.6240535')",0.6262504678471925
"('2019-03-23 13:00:00', '0.5686288', '3.6197867')",0.5735044132894469
"('2019-03-23 14:00:00', '0.5402074', '3.6221056')",0.5179385610063635
"('2019-03-23 15:00:00', '0.5099505', '3.6282277')",0.46232423377731097
"('2019-03-23 16:00:00', '0.48052263', '3.6300826')",0.41071472926710806
"('2019-03-23 17:00:00', '0.45790398', '3.594836')",0.369338004941042
"('2019-03-23 18:00:00', '0.44002223', '3.5367718')",0.3355462228864942
"('2019-03-23 19:00:00', '0.42823923', '3.4671135')",0.31155665901832963
"('2019-03-23 20:00:00', '0.42012727', '3.4085855')",0.2948030798059139
"('2019-03-23 21:00:00', '0.41876543', '3.3527474')",0.28809688295317626
"('2019-03-23 22:00:00', '0.42296934', '3.2904167')",0.2884461561493022
"('2019-03-23 23:00:00', '0.44416702', '3.2230773')",0.3115727147855753
"('2019-03-24 00:00:00', '0.46305537', '3.1969204')",0.3358874312217012
"('2019-03-24 01:00:00', '0.47726595', '3.20397')",0.3576065159177114
"('2019-03-24 02:00:00', '0.480345', '3.2350426')",0.3657485666380321
"('2019-03-24 03:00:00', '0.47418702', '3.2742774')",0.36075376649762303
"('2019-03-24 04:00:00', '0.46074605', '3.3157387')",0.34490510272140684
"('2019-03-24 05:00:00', '0.44469988', '3.3426373')",0.32390627351632756
"('2019-03-24 06:00:00', '0.42983782', '3.344307')",0.302769042799457
"('2019-03-24 07:00:00', '0.41503513', '3.3327127')",0.28129607564930525
"('2019-03-24 08:00:00', '0.39958096', '3.318985')",0.259663520879871
"('2019-03-24 09:00:00', '0.38217294', '3.311008')",0.23696061958368955
"('2019-03-24 10:00:00', '0.3638767', '3.2829964')",0.21299773313179513
"('2019-03-24 11:00:00', '0.3483634', '3.2689905')",0.19439038489400068
"('2019-03-24 12:00:00', '0.33326447', '3.2568398')",0.17724357735404808
"('2019-03-24 13:00:00', '0.3189354', '3.2386599')",0.16142354341085668
"('2019-03-24 14:00:00', '0.3044287', '3.2304974')",0.14670221195025943
"('2019-03-24 15:00:00', '0.29057324', '3.220851')",0.13325329178983142
"('2019-03-24 16:00:00', '0.277606', '3.2100916')",0.12121914099465946
"('2019-03-24 17:00:00', '0.26564538', '3.193303')",0.11041822042827175
"('2019-03-24 18:00:00', '0.25398088', '3.1795754')",0.10050027624424616
"('2019-03-24 19:00:00', '0.24320436', '3.1646419')",0.09171985652357173
"('2019-03-24 20:00:00', '0.23313856', '3.1488738')",0.08386476894783898
"('2019-03-24 21:00:00', '0.22419763', '3.1205838')",0.07685886455810763
"('2019-03-24 22:00:00', '0.19921052', '3.215193')",0.06252125194934745
"('2019-03-24 23:00:00', '0.19494736', '3.1419172')",0.058509384887075876
"('2019-03-25 00:00:00', '0.20933568', '2.872466')",0.06167902386209586
"('2019-03-25 01:00:00', '0.21359885', '2.805776')",0.06272589928200831
"('2019-03-25 02:00:00', '0.21359885', '2.7512364')",0.06150661254761431
"('2019-03-25 03:00:00', '0.20826983', '2.718587')",0.057781929615067236
"('2019-03-25 04:00:00', '0.20116448', '2.7005928')",0.05354979139550376
"('2019-03-25 05:00:00', '0.194592', '2.674807')",0.049629339410673885
"('2019-03-25 06:00:00', '0.19417763', '2.6113632')",0.048246048804474445
"('2019-03-25 07:00:00', '0.1875459', '2.5893803')",0.04462796340445432
"('2019-03-25 08:00:00', '0.18038142', '2.5667484')",0.04092257778952493
"('2019-03-25 09:00:00', '0.17451954', '2.5216699')",0.037633311368524096
"('2019-03-25 10:00:00', '0.1456244', '2.5289974')",0.026279237560367336
"('2019-03-25 11:00:00', '0.14005864', '2.4952347')",0.02398431344433379
"('2019-03-25 12:00:00', '0.13573623', '2.4850318')",0.022434665370330065
"('2019-03-25 13:00:00', '0.16581547', '2.2883003')",0.03082898241771631
"('2019-03-25 14:00:00', '0.17753923', '2.3022134')",0.03555742653257271
"('2019-03-25 15:00:00', '0.17872345', '2.2981322')",0.03596948058391462
"('2019-03-25 16:00:00', '0.182809', '2.2811582')",0.037354818531465515
"('2019-03-25 17:00:00', '0.19867766', '2.2979467')",0.04444614551334855
"('2019-03-25 18:00:00', '0.21176326', '2.3374598')",0.05136194468585492
"('2019-03-25 19:00:00', '0.22461212', '2.3828168')",0.05890512844931551
"('2019-03-25 20:00:00', '0.24622416', '2.4137967')",0.07170642953181053
"('2019-03-25 21:00:00', '0.2625072', '2.4296577')",0.08203961471011538
"('2019-03-25 22:00:00', '0.24053991', '2.483919')",0.07042190965474278
"('2019-03-25 23:00:00', '0.22478974', '2.518887')",0.06236741373891651
"('2019-03-26 00:00:00', '0.22105944', '2.5209277')",0.06036352616525178
"('2019-03-26 01:00:00', '0.25267816', '2.635572')",0.08245298379595574
"('2019-03-26 02:00:00', '0.33871198', '3.1067634')",0.17464870728677942
"('2019-03-26 03:00:00', '0.48934507', '3.987743')",0.46790067959059445
"('2019-03-26 04:00:00', '0.67887986', '4.7010226')",1.061632655429249
"('2019-03-26 05:00:00', '0.8613094', '5.117304')",1.860183001834174
"('2019-03-26 06:00:00', '1.0200543', '5.3578153')",2.7316836294185993
"('2019-03-26 07:00:00', '1.16524', '5.4789524')",3.6452253052612713
"('2019-03-26 08:00:00', '1.3000638', '5.5445294')",4.591875473201718
"('2019-03-26 09:00:00', '1.4192559', '5.599533')",5.526743448410044
"('2019-03-26 10:00:00', '1.5386846', '5.618084')",6.517537260473608
"('2019-03-26 11:00:00', '1.6308172', '5.6485996')",7.361179999493951
"('2019-03-26 12:00:00', '1.6794295', '5.687093')",7.859772313081372
"('2019-03-26 13:00:00', '1.6698374', '5.7284613')",7.826767469319915
"('2019-03-26 14:00:00', '1.6357317', '5.7265134')",7.50776208728015
"('2019-03-26 15:00:00', '1.6063038', '5.657875')",7.153273031981757
"('2019-03-26 16:00:00', '1.5784154', '5.5660486')",6.794941046552357
"('2019-03-26 17:00:00', '1.5322899', '5.4951844')",6.322083512685174
"('2019-03-26 18:00:00', '1.4498088', '5.471903')",5.635804676414029
"('2019-03-26 19:00:00', '1.3633605', '5.45261')",4.966173981075099
"('2019-03-26 20:00:00', '1.2854387', '5.4212594')",4.389337848476664
"('2019-03-26 21:00:00', '1.2166353', '5.373584')",3.897453554405248
"('2019-03-26 22:00:00', '1.162694', '5.27647')",3.4951869962949496
"('2019-03-26 23:00:00', '1.1035421', '5.2120986')",3.1101870955893713
"('2019-03-27 00:00:00', '1.0410743', '5.1729565')",2.747251110566969
"('2019-03-27 01:00:00', '0.98186326', '5.1294546')",2.4230885731990766
"('2019-03-27 02:00:00', '0.9289285', '5.0669384')",2.1424282161859933
"('2019-03-27 03:00:00', '0.88250697', '4.978451')",1.8998818997617288
"('2019-03-27 04:00:00', '0.8421842', '4.872247')",1.6933220194467964
"('2019-03-27 05:00:00', '0.8057101', '4.7713304')",1.517725345521536
"('2019-03-27 06:00:00', '0.77764404', '4.664385')",1.3821404132383666
"('2019-03-27 07:00:00', '0.7727295', '4.508465')",1.3191062171397152
"('2019-03-27 08:00:00', '0.8018614', '4.339374')",1.3671676652407274
"('2019-03-27 09:00:00', '0.8432499', '4.2799187')",1.4912285030709609
"('2019-03-27 10:00:00', '0.84946716', '4.3885336')",1.5517033425322333
"('2019-03-27 11:00:00', '0.8492303', '4.486946')",1.585615509440427
"('2019-03-27 12:00:00', '0.8476316', '4.527758')",1.594019260266805
"('2019-03-27 13:00:00', '0.84200656', '4.524697')",1.5718696616196155
"('2019-03-27 14:00:00', '0.8274406', '4.5113406')",1.5134753437301491
"('2019-03-27 15:00:00', '0.8111576', '4.4661694')",1.4399312427302908
"('2019-03-27 16:00:00', '0.80038106', '4.3693337')",1.3715287021907312
"('2019-03-27 17:00:00', '0.8070128', '4.2086835')",1.3430840560134547
"('2019-03-27 18:00:00', '0.83567095', '4.029668')",1.3789101142329772
"('2019-03-27 19:00:00', '0.8689476', '3.9204032')",1.4504875021693318
"('2019-03-27 20:00:00', '0.8839872', '3.8950815')",1.4914358644043983
"('2019-03-27 21:00:00', '0.87930954', '3.9260614')",1.487430687850254
"('2019-03-27 22:00:00', '0.85177636', '4.014085')",1.4270323217998397
"('2019-03-27 23:00:00', '0.87475026', '4.06139')",1.522786211314643
"('2019-03-28 00:00:00', '0.9183297', '4.1421785')",1.7116783223866103
"('2019-03-28 01:00:00', '0.9569353', '4.272498')",1.917092635734824
"('2019-03-28 02:00:00', '0.99246204', '4.414041')",2.1303955794591802
"('2019-03-28 03:00:00', '1.0270413', '4.541671')",2.347402521474824
"('2019-03-28 04:00:00', '1.0607324', '4.642402')",2.5594726538600963
"('2019-03-28 05:00:00', '1.0947788', '4.714658')",2.7688474721270766
"('2019-03-28 06:00:00', '1.1130159', '4.796189')",2.9113546029347455
"('2019-03-28 07:00:00', '1.1132526', '4.8799458')",2.963456213321814
"('2019-03-28 08:00:00', '1.1008775', '4.939865')",2.9335206629236175
"('2019-03-28 09:00:00', '1.0803313', '4.96361')",2.8386225514362966
"('2019-03-28 10:00:00', '1.0908117', '4.8351455')",2.819065732864104
"('2019-03-28 11:00:00', '1.1048448', '4.696014')",2.8088465569923025
"('2019-03-28 12:00:00', '1.0996342', '4.6060424')",2.729106529209014
"('2019-03-28 13:00:00', '1.0935354', '4.5154214')",2.6458185692750553
"('2019-03-28 14:00:00', '1.1069763', '4.4083834')",2.6469886807472216
"('2019-03-28 15:00:00', '1.1355162', '4.3296347')",2.7354829025471075
"('2019-03-28 16:00:00', '1.1593782', '4.3010664')",2.8328428778541883
"('2019-03-28 17:00:00', '1.1931286', '4.292255')",2.9940297232308457
"('2019-03-28 18:00:00', '1.407532', '4.5195956')",4.387450317919584
"('2019-03-28 19:00:00', '1.3957491', '4.552616')",4.345820791498036
"('2019-03-28 20:00:00', '1.3198996', '4.5807204')",3.910314230616946
"('2019-03-28 21:00:00', '1.2075169', '4.6096597')",3.293452324074219
"('2019-03-28 22:00:00', '1.0973248', '4.6565933')",2.747481507989844
"('2019-03-28 23:00:00', '1.0313046', '4.6463904')",2.421506767596621
"('2019-03-29 00:00:00', '1.0052516', '4.6162453')",2.2857804006257822
"('2019-03-29 01:00:00', '1.0154951', '4.59955')",2.3241657056907825
"('2019-03-29 02:00:00', '1.0511994', '4.6104946')",2.4963978874103514
"('2019-03-29 03:00:00', '1.0844761', '4.650657')",2.6800960636794566
"('2019-03-29 04:00:00', '1.0931209', '4.7075157')",2.7562858333976576
"('2019-03-29 05:00:00', '1.0784957', '4.755748')",2.7105145927397025
"('2019-03-29 06:00:00', '1.0477653', '4.7848725')",2.5739166104523914
"('2019-03-29 07:00:00', '1.0069096', '4.795354')",2.3823069402802766
"('2019-03-29 08:00:00', '0.9621459', '4.7807913')",2.1685914070982415
"('2019-03-29 09:00:00', '0.9216455', '4.7199445')",1.9645395928552738
"('2019-03-29 10:00:00', '0.8913294', '4.607434')",1.7936250729986392
"('2019-03-29 11:00:00', '0.85503304', '4.5249753')",1.6209816064684541
"('2019-03-29 12:00:00', '0.8133483', '4.465149')",1.4473886485481602
"('2019-03-29 13:00:00', '0.7768743', '4.382041')",1.2959075677206833
"('2019-03-29 14:00:00', '0.7496964', '4.2629447')",1.1740230664143072
"('2019-03-29 15:00:00', '0.73820937', '4.103593')",1.0957701536106101
"('2019-03-29 16:00:00', '0.75715697', '3.9127047')",1.0991197234381742
"('2019-03-29 17:00:00', '0.8080785', '3.7815504')",1.2099657494429406
"('2019-03-29 18:00:00', '0.86942124', '3.7770982')",1.3989907654188272
"('2019-03-29 19:00:00', '0.91175723', '3.861597')",1.5729736957136762
"('2019-03-29 20:00:00', '0.9441457', '3.9657602')",1.7322101099833132
"('2019-03-29 21:00:00', '0.98423165', '4.0573087')",1.9258780588715547
"('2019-03-29 22:00:00', '1.0511403', '4.1185265')",2.229766152622416
"('2019-03-29 23:00:00', '1.0986867', '4.1763124')",2.4702265898317934
"('2019-03-30 00:00:00', '1.1246213', '4.2185154')",2.6143776866381185
"('2019-03-30 01:00:00', '1.1187001', '4.254411')",2.6089327031482292
"('2019-03-30 02:00:00', '1.0833511', '4.276116')",2.459144310449192
"('2019-03-30 03:00:00', '1.0288177', '4.2790837')",2.219339363831367
"('2019-03-30 04:00:00', '0.9655801', '4.26582')",1.948835667141713
"('2019-03-30 05:00:00', '0.9016322', '4.2379007')",1.6881292035185018
"('2019-03-30 06:00:00', '0.8449079', '4.1919875')",1.466340401475802
"('2019-03-30 07:00:00', '0.79890084', '4.1247406')",1.289966634080822
"('2019-03-30 08:00:00', '0.75982153', '4.0485897')",1.1453099578567323
"('2019-03-30 09:00:00', '0.7283803', '3.9641833')",1.0305431718425648
"('2019-03-30 10:00:00', '0.7069459', '3.866142')",0.9467738222905919
"('2019-03-30 11:00:00', '0.69267607', '3.7826633')",0.8893119628488123
"('2019-03-30 12:00:00', '0.67266273', '3.7312775')",0.8272720667356419
"('2019-03-30 13:00:00', '0.6443598', '3.704193')",0.7536098440582575
"('2019-03-30 14:00:00', '0.61481345', '3.6845293')",0.6824405339248585
"('2019-03-30 15:00:00', '0.57993805', '3.6863844')",0.6075190595224126
"('2019-03-30 16:00:00', '0.5435232', '3.7019672')",0.5358766323550278
"('2019-03-30 17:00:00', '0.5099505', '3.713747')",0.4732214673896534
"('2019-03-30 18:00:00', '0.48212135', '3.6996484')",0.42137548011153964
"('2019-03-30 19:00:00', '0.45956182', '3.6599495')",0.3787555928134229
"('2019-03-30 20:00:00', '0.44173932', '3.6016998')",0.3443782449233434
"('2019-03-30 21:00:00', '0.42510092', '3.5456762')",0.31396355791714836
"('2019-03-30 22:00:00', '0.4118377', '3.4637742')",0.28787095774974747
"('2019-03-30 23:00:00', '0.39756775', '3.422035')",0.26503475176928665
"('2019-03-31 00:00:00', '0.38306105', '3.3966203')",0.2442187873243042
"('2019-03-31 01:00:00', '0.3695017', '3.3693504')",0.22541101783338002
"('2019-03-31 02:00:00', '0.35706735', '3.340504')",0.2086932281627424
"('2019-03-31 03:00:00', '0.34457386', '3.3184285')",0.19306039954111698
"('2019-03-31 04:00:00', '0.33261323', '3.2946835')",0.178603029147269
"('2019-03-31 05:00:00', '0.3219552', '3.2649093')",0.1658280862727756
"('2019-03-31 06:00:00', '0.3163302', '3.2052684')",0.15715991810788327
"('2019-03-31 07:00:00', '0.31177092', '3.1493375')",0.14999835406251097
"('2019-03-31 08:00:00', '0.30892873', '3.0933142')",0.14465608708325706
"('2019-03-31 09:00:00', '0.30679715', '3.046473')",0.14050638340080934
"('2019-03-31 10:00:00', '0.30277073', '3.0185542')",0.13558849313564406
"('2019-03-31 11:00:00', '0.30454707', '2.9781132')",0.13534622049560943
"('2019-03-31 12:00:00', '0.30223787', '2.9738464')",0.13311051791479422
"('2019-03-31 13:00:00', '0.29821157', '2.987296')",0.1301737199410474
"('2019-03-31 14:00:00', '0.295547', '2.9961076')",0.1282350061374724
"('2019-03-31 15:00:00', '0.29116535', '3.015679')",0.12527389284088447
"('2019-03-31 16:00:00', '0.28672457', '3.0362701')",0.12231122140243732
"('2019-03-31 17:00:00', '0.2824614', '3.0572326')",0.1195206032910341
"('2019-03-31 18:00:00', '0.28625083', '3.005012')",0.12065235405504965
"('2019-03-31 19:00:00', '0.29140222', '2.9757018')",0.12381441208477283
"('2019-03-31 20:00:00', '0.29773784', '2.9440725')",0.12788295040628228
"('2019-03-31 21:00:00', '0.295547', '2.9497304')",0.1262500371975589
"('2019-03-31 22:00:00', '0.28601408', '2.9943452')",0.12002529239210391
"('2019-03-31 23:00:00', '0.2817508', '3.0078874')",0.11700056801811648
"('2019-04-01 00:00:00', '0.2791456', '3.0017657')",0.11461314881814598
"('2019-04-01 01:00:00', '0.27582967', '3.0047336')",0.11201701954883579
"('2019-04-01 02:00:00', '0.27245474', '3.0018582')",0.10918801965687566
"('2019-04-01 03:00:00', '0.26836908', '2.998612')",0.10582330217952458
"('2019-04-01 04:00:00', '0.26416516', '2.982751')",0.10199154211135418
"('2019-04-01 05:00:00', '0.25925064', '2.9738464')",0.09793868932575363
"('2019-04-01 06:00:00', '0.25439525', '2.9597478')",0.0938574568595951
"('2019-04-01 07:00:00', '0.25007284', '2.9417536')",0.09014370959429573
"('2019-04-01 08:00:00', '0.24545443', '2.9252434')",0.08635745552971806
"('2019-04-01 09:00:00', '0.23977017', '2.9118867')",0.08202776059423333
"('2019-04-01 10:00:00', '0.24059916', '2.8794227')",0.08167510804339538
"('2019-04-01 11:00:00', '0.23988855', '2.8473299')",0.08028841925485661
"('2019-04-01 12:00:00', '0.23568463', '2.8402805')",0.07730718058012252
"('2019-04-01 13:00:00', '0.23153985', '2.8307269')",0.07436105576829402
"('2019-04-01 14:00:00', '0.22745419', '2.8211732')",0.07151772856323632
"('2019-04-01 15:00:00', '0.22396076', '2.7974281')",0.06875414381279446
"('2019-04-01 16:00:00', '0.21756601', '2.8086514')",0.06514423880309769
"('2019-04-01 17:00:00', '0.2112304', '2.816257')",0.061571708855277005
"('2019-04-01 18:00:00', '0.2145462', '2.720813')",0.06136721687397815
"('2019-04-01 19:00:00', '0.2169739', '2.6890912')",0.0620321168991187
"('2019-04-01 20:00:00', '0.21821725', '2.6615431')",0.062102307924093735
"('2019-04-01 21:00:00', '0.21602654', '2.641601')",0.06040564415777318
"('2019-04-01 22:00:00', '0.2040658', '2.6542156')",0.054159260977190114
"('2019-04-01 23:00:00', '0.20181584', '2.6245341')",0.05237919259113736
"('2019-04-02 00:00:00', '0.20459878', '2.597079')",0.053270567085356005
"('2019-04-02 01:00:00', '0.20365131', '2.5840006')",0.05251254978821462
"('2019-04-02 02:00:00', '0.2014606', '2.5712934')",0.05113614222612098
"('2019-04-02 03:00:00', '0.20086849', '2.5369742')",0.05015748596989592
"('2019-04-02 04:00:00', '0.19619071', '2.5391076')",0.047888811970813475
"('2019-04-02 05:00:00', '0.19630921', '2.4998724')",0.04720579025874351
"('2019-04-02 06:00:00', '0.19909215', '2.491803')",0.04839695718705138
"('2019-04-02 07:00:00', '0.1947105', '2.4946783')",0.04634355799398874
"('2019-04-02 08:00:00', '0.19026959', '2.4764984')",0.04393118281185868
"('2019-04-02 09:00:00', '0.18174326', '2.4974608')",0.04042140342801244
"('2019-04-02 10:00:00', '0.15207851', '2.6588533')",0.03013187477507974
"('2019-04-02 11:00:00', '0.18014455', '2.4286373')",0.038618997539800914
"('2019-04-02 12:00:00', '0.1892631', '2.418898')",0.042456631462483886
"('2019-04-02 13:00:00', '0.19317102', '2.416672')",0.04418732756439663
"('2019-04-02 14:00:00', '0.19323015', '2.4161155')",0.044204201864317325
"('2019-04-02 15:00:00', '0.19388151', '2.4227939')",0.044625730515134576
"('2019-04-02 16:00:00', '0.19251966', '2.4314198')",0.04415767523593853
"('2019-04-02 17:00:00', '0.19281578', '2.439304')",0.04443724799078744
"('2019-04-02 18:00:00', '0.19678283', '2.4401388')",0.046300428959236535
"('2019-04-02 19:00:00', '0.20572376', '2.4565563')",0.050943843606685656
"('2019-04-02 20:00:00', '0.22253966', '2.5039537')",0.06076272113013102
"('2019-04-02 21:00:00', '0.24681628', '2.5814962')",0.07705754611461878
"('2019-04-02 22:00:00', '0.25557947', '2.6839898')",0.08590706297819935
"('2019-04-02 23:00:00', '0.29619837', '2.737045')",0.117663929032652
"('2019-04-03 00:00:00', '0.3450476', '2.7636657')",0.16122768215987146
"('2019-04-03 01:00:00', '0.38187683', '2.8187616')",0.20141928226063152
"('2019-04-03 02:00:00', '0.40946925', '2.8809068')",0.2366834410751928
"('2019-04-03 03:00:00', '0.42699575', '2.9376724')",0.2624499823074361
"('2019-04-03 04:00:00', '0.43895638', '2.9829364')",0.2816325225234915
"('2019-04-03 05:00:00', '0.4375353', '3.0248613')",0.28374468826413135
"('2019-04-03 06:00:00', '0.421726', '3.0535226')",0.26610802523591576
"('2019-04-03 07:00:00', '0.39667964', '3.0691051')",0.2366397303445563
"('2019-04-03 08:00:00', '0.3786795', '3.0459166')",0.21402163516966335
"('2019-04-03 09:00:00', '0.37512684', '2.9927683')",0.20635996826849784
"('2019-04-03 10:00:00', '0.3587253', '2.9885945')",0.18844607132633673
"('2019-04-03 11:00:00', '0.34575808', '2.9673538')",0.1738241388557674
"('2019-04-03 12:00:00', '0.33468556', '2.9362812')",0.16116386529114504
"('2019-04-03 13:00:00', '0.32734346', '2.9102173')",0.15280192842238347
"('2019-04-03 14:00:00', '0.32823157', '2.8810923')",0.15209465495079122
"('2019-04-03 15:00:00', '0.33610666', '2.8719096')",0.15897216239884454
"('2019-04-03 16:00:00', '0.35404766', '2.8675504')",0.1761288893680557
"('2019-04-03 17:00:00', '0.38566637', '2.8676429')",0.2089992314864196
"('2019-04-03 18:00:00', '0.43291688', '2.907991')",0.2670534407381522
"('2019-04-03 19:00:00', '0.48549628', '2.9744031')",0.34353241167658505
"('2019-04-03 20:00:00', '0.5386679', '3.054821')",0.4343342120547489
"('2019-04-03 21:00:00', '0.5676222', '3.1434011')",0.49626611889953215
"('2019-04-03 22:00:00', '0.5760894', '3.2082365')",0.5217256924353898
"('2019-04-03 23:00:00', '0.58526707', '3.2407005')",0.5439301779252333
"('2019-04-04 00:00:00', '0.6058725', '3.2671354')",0.5876594100318798
"('2019-04-04 01:00:00', '0.62144506', '3.307298')",0.6258566748557497
"('2019-04-04 02:00:00', '0.62476087', '3.350985')",0.6409087574111334
"('2019-04-04 03:00:00', '0.6335242', '3.383078')",0.6653260213195319
"('2019-04-04 04:00:00', '0.63897157', '3.4224987')",0.6847033340482289
"('2019-04-04 05:00:00', '0.63192546', '3.4774094')",0.6804302459503058
"('2019-04-04 06:00:00', '0.62789905', '3.5292587')",0.6818034994204359
"('2019-04-04 07:00:00', '0.6389123', '3.583984')",0.7168769890426514
"('2019-04-04 08:00:00', '0.6586889', '3.674883')",0.7812684500417452
"('2019-04-04 09:00:00', '0.6946893', '3.808078')",0.900498792370479
"('2019-04-04 10:00:00', '0.719854', '4.042282')",1.0263879205428255
"('2019-04-04 11:00:00', '0.7766967', '4.218237')",1.2468952676823966
"('2019-04-04 12:00:00', '0.8673489', '4.365531')",1.6092400058429162
"('2019-04-04 13:00:00', '0.95959985', '4.5464945')",2.051412950589009
"('2019-04-04 14:00:00', '1.0357454', '4.7778234')",2.5114943153322438
"('2019-04-04 15:00:00', '1.0939499', '5.049315')",2.9608977552797273
